,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
30,31/07/2020 8:03,bh.bahrain.corona.tracker,BeAware Bahrain,en,Norita Alphonso,1,Too many issues with the photo upload option. It keeps shutting down when I click a pic and doesn't upload any image. This has to be rectified asap to avoid any issues with the authorities.,  Too many issues with the photo upload option. It keeps shutting down when I click a pic and doesn't upload any image. This has to be rectified asap to avoid any issues with the authorities. ,en,  Too many issues with the photo upload option  It keeps shutting down when I click a pic and doesn t upload any image  This has to be rectified asap to avoid any issues with the authorities  ,Domain_Specific,"author, rectifi, author, imag",0.222222222,Negative,0,0,1,0,,0,0,0,0
34,28/07/2020 16:20,bh.bahrain.corona.tracker,BeAware Bahrain,en,Chowdhury Burhan,5,Mashaa Allah bless bahrain ❤❤❤,Masha Allah bless bahrain ❤❤❤,id,Masha Allah bless bahrain    ,Location,bahrain,0.25,Positive,0,0,0,0,,0,1,0,0
39,25/07/2020 21:23,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Bahrain Riffa,5,ڜ مددد،،،،،،زد ڜه‍ بصير؟,Extended        Z Basir?,fa,Extended        Z Basir ,Domain_Specific,extend,0.333333333,Neutral,0,0,1,0,,0,0,0,0
41,25/07/2020 14:17,bh.bahrain.corona.tracker,BeAware Bahrain,en,محمد الذوادي,3,البرنامج ايب مرض نفسي اكثر من المرض حته وانت ميود التلفون يعطيك اشعارات تكون يم التلفون !! ترقد التلفون يمك اشعارات خلك يم التلفون وبعد جم اشعار تعال صور 😭😂,The program is a mental illness that is more than a disease  even when you are on the phone  it gives you notifications that are on the phone !! You can lie on the phone  you can make notifications  be on the phone  and after some notice  come pictures,ar,The program is a mental illness that is more than a disease  even when you are on the phone  it gives you notifications that are on the phone    You can lie on the phone  you can make notifications  be on the phone  and after some notice  come pictures,Emotional,mental,0.058823529,Negative,0,0,0,1,,0,0,0,0
45,23/07/2020 7:17,bh.bahrain.corona.tracker,BeAware Bahrain,en,Samy Kamel,1,i can't find how to pay for test when come for travel,  i can't find how to pay for test when come for travel ,en,  i can t find how to pay for test when come for travel ,Socio_economic_Status,pay,0.2,Negative,0,0,0,0,,0,0,0,1
49,22/07/2020 9:24,bh.bahrain.corona.tracker,BeAware Bahrain,ar,دكتور رائد أبورية d r. raed aboraya,5,التطبيق ليس فيه طريقة الدفع للقادمين من خارج المملكة,The application does not include a payment method for those coming from outside the Kingdom,ar,The application does not include a payment method for those coming from outside the Kingdom,"Domain_Specific, Socio_economic_Status","payment, outsid, applic",0.375,Neutral,0,0,1,0,,0,0,0,1
50,22/07/2020 8:26,bh.bahrain.corona.tracker,BeAware Bahrain,ar,osama ead,5,رائع شكرا لفريق البحرين. بلد رائع وشعب طيب,Great thanks to the Bahrain team. Wonderful country and good people,ar,Great thanks to the Bahrain team  Wonderful country and good people,"Language, Location","countri, countri, bahrain",0.375,Positive,0,0,0,0,,1,1,0,0
51,21/07/2020 9:29,bh.bahrain.corona.tracker,BeAware Bahrain,en,Mysamsung 0222,3,Please advise us: How can we submit the complain against very bad behaviour of GOVT STAFF in GOVT HOSPITALS?,  Please advise us: How can we submit the complain against very bad behaviour of GOVT STAFF in GOVT HOSPITALS? ,en,  Please advise us  How can we submit the complain against very bad behaviour of GOVT STAFF in GOVT HOSPITALS  ,Domain_Specific,staff,0.083333333,Negative,0,0,1,0,,0,0,0,0
53,20/07/2020 8:38,bh.bahrain.corona.tracker,BeAware Bahrain,ar,امل موسى,5,ممتاز موقع,Excellent location,ar,Excellent location,"Domain_Specific, Privacy","locat, locat",1,Positive,0,0,1,0,,0,0,1,0
54,20/07/2020 6:58,bh.bahrain.corona.tracker,BeAware Bahrain,ar,MOHAMED ALSHARAH,5,برنامج ممتاز لكن اتمنى بالنسبه للافراد المحجورين عند طلب رفع صوره يكون في اليه افضل لانو اوقات الواحد راقد او مو منتبه للجوال,An excellent program  but I hope for the quarantined individuals  when requesting to upload a picture  it will be better in it because the times of one are lying or not paying attention to the mobile,ar,An excellent program  but I hope for the quarantined individuals  when requesting to upload a picture  it will be better in it because the times of one are lying or not paying attention to the mobile,Socio_economic_Status,pay,0.0625,Positive,0,0,0,0,,0,0,0,1
61,18/07/2020 12:50,bh.bahrain.corona.tracker,BeAware Bahrain,en,mahboob begum,5,Really is very important and helpful. Thank you for him who making this apps. Thank you so much. Allah bless you,  Really is very important and helpful. Thank you for him who making this apps. Thank you so much. Allah bless you ,en,  Really is very important and helpful  Thank you for him who making this apps  Thank you so much  Allah bless you ,Domain_Specific,import,0.090909091,Positive,0,0,1,0,,0,0,0,0
70,16/07/2020 9:22,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Sherin Alalfe,5,خالص الشكر والتقدير والاحترام والدعاء بمزيد من التوفيق والحفظ والحماية من الله عز وجل من خطورة ما تتعاملو معه يوميا من حالات كورونا نحن معكم بدعائنا وقلوبنا حفظكم الله وحفظ مملكتنا الحبيبة حكومة وشعبا من كل شر وجزاكم الله خيرا,My sincere thanks  appreciation  respect and supplication for more success  conservation and protection from God Almighty from the seriousness of what you deal with daily in cases of Coronavirus. We are with you with our prayers and our hearts.,ar,My sincere thanks  appreciation  respect and supplication for more success  conservation and protection from God Almighty from the seriousness of what you deal with daily in cases of Coronavirus  We are with you with our prayers and our hearts ,"Domain_Specific, Privacy","protect, conserv",0.117647059,Positive,0,0,1,0,,0,0,1,0
71,15/07/2020 23:10,bh.bahrain.corona.tracker,BeAware Bahrain,en,Irfan bahrain king Anwar irfan king of bahrain,5,Nyc warek bahrain,Nyc warek bahrain,id,Nyc warek bahrain,Location,bahrain,0.333333333,Neutral,0,0,0,0,,0,1,0,0
77,15/07/2020 9:19,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Odai Odai,5,ممتاز جدا وربنا يحفظ البحرين,Very excellent and may God protect Bahrain,ar,Very excellent and may God protect Bahrain,"Location, Privacy","bahrain, protect",0.333333333,Positive,0,0,0,0,,0,1,1,0
79,15/07/2020 4:46,bh.bahrain.corona.tracker,BeAware Bahrain,ar,sana ali,5,تطبيق قيم جدا,A very valuable application,ar,A very valuable application,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
82,14/07/2020 1:39,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mansoor Khulaif,5,شكرا جزيلا لفريق البحرين وعساكم على القوة,Thank you very much to the Bahrain team and to your strength,ar,Thank you very much to the Bahrain team and to your strength,Location,bahrain,0.166666667,Positive,0,0,0,0,,0,1,0,0
83,13/07/2020 23:54,bh.bahrain.corona.tracker,BeAware Bahrain,ar,خلف الحطاب,5,برنامج رائع جداََ شكراََ وكلنا فريق البحرين الله يحفظ البحرين من كل شر وسوء,A very wonderful program. Thank you. We are all the team of Bahrain. May God protect Bahrain from all evil and evil,ar,A very wonderful program  Thank you  We are all the team of Bahrain  May God protect Bahrain from all evil and evil,"Location, Privacy","bahrain, protect",0.166666667,Positive,0,0,0,0,,0,1,1,0
85,13/07/2020 19:58,bh.bahrain.corona.tracker,BeAware Bahrain,en,Othman Saqr,2,This program is not as it was in the beginning... Now its only power drainer,  This program is not as it was in the beginning... Now its only power drainer ,en,  This program is not as it was in the beginning    Now its only power drainer ,Domain_Specific,drainer,0.2,Neutral,0,0,1,0,,0,0,0,0
88,13/07/2020 8:25,bh.bahrain.corona.tracker,BeAware Bahrain,en,Toms Netto,1,It doesn't work completely..i can't take drivethrough appointment from this application,  It doesn't work completely..i can't take drivethrough appointment from this application ,en,  It doesn t work completely  i can t take drivethrough appointment from this application ,Domain_Specific,applic,0.166666667,Neutral,0,0,1,0,,0,0,0,0
93,12/7/20 11:00,bh.bahrain.corona.tracker,BeAware Bahrain,en,haseeb ahmed khan,5,Good application,  Good application ,en,  Good application ,Domain_Specific,applic,0.5,Positive,0,0,1,0,,0,0,0,0
105,10/7/20 21:00,bh.bahrain.corona.tracker,BeAware Bahrain,en,sukumar kasula,5,valuable information good to know in beAware app thankyou government of bahrain.,  valuable information good to know in beAware app thankyou government of bahrain. ,en,  valuable information good to know in beAware app thankyou government of bahrain  ,Location,bahrain,0.111111111,Positive,0,0,0,0,,0,1,0,0
106,10/7/20 17:34,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Bahrainn Bh,5,نكون يدا واحده مع البحرين ضد هذا الوباء وسلمتي يا بلادي يا أعز الا أوطان,We will be one hand with Bahrain against this epidemic and give me peace  my country  my dearest but not the countries,ar,We will be one hand with Bahrain against this epidemic and give me peace  my country  my dearest but not the countries,"Language, Location","countri, countri, bahrain",0.333333333,Positive,0,0,0,0,,1,1,0,0
108,10/7/20 14:03,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mokhtar Mahyoub,5,التطبيق رائع جدا كما انصح الجميع بتنزيلة والاستفادة منة في ظل جائحة كورونا ايظا نشكر جميع القائمين علية بما قامو بة من عمل جبار فية مصلحة للجميع ...شكرا,The application is very wonderful. I also advise everyone to download and benefit from it in light of the Corona pandemic. Also  we thank all those in charge of it for their tremendous work in the interest of all ... Thank you,ar,The application is very wonderful  I also advise everyone to download and benefit from it in light of the Corona pandemic  Also  we thank all those in charge of it for their tremendous work in the interest of all     Thank you,Domain_Specific,applic,0.055555556,Positive,0,0,1,0,,0,0,0,0
111,10/7/20 7:29,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Ghadeer Yousif,5,الرجاء وضع بند لتحديد مكان تواجد حافلات الفحص يوما بيوم .. وذلك لمساعدة الراغبين في الفحص,Please put an item to specify the location of the inspection buses day by day ... to help those who wish to be examined,ar,Please put an item to specify the location of the inspection buses day by day     to help those who wish to be examined,"Domain_Specific, Privacy","locat, locat",0.166666667,Positive,0,0,1,0,,0,0,1,0
119,9/7/20 22:29,bh.bahrain.corona.tracker,BeAware Bahrain,en,ABDULLATIF AL-THAWADI,5,"مهم جدا"" أشكر القائمين عليه","Very important ""I thank those in charge of it",ar,Very important  I thank those in charge of it,Domain_Specific,import,0.25,Positive,0,0,1,0,,0,0,0,0
130,9/7/20 11:32,bh.bahrain.corona.tracker,BeAware Bahrain,ar,جعفر عاشور,5,محترم جدا,Dear Separate,ur,Dear Separate,Domain_Specific,separ,0.5,Positive,0,0,1,0,,0,0,0,0
132,9/7/20 11:02,bh.bahrain.corona.tracker,BeAware Bahrain,en,Hussain Yousif,5,Great application ❤️,  Great application ❤️ ,en,  Great application    ,Domain_Specific,applic,0.5,Positive,0,0,1,0,,0,0,0,0
134,9/7/20 10:36,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Nasir Abu Al Ola,5,شكر الله للقائمين والعاملين على دفع الضر عن الناس ووفقهم وسددهم ونفع بهم دينهم ووطنهم .,Thank God to those who are in charge and those who work to ward off harm on behalf of people  to reconcile them  to repay them  and to benefit their religion and their homeland.,ar,Thank God to those who are in charge and those who work to ward off harm on behalf of people  to reconcile them  to repay them  and to benefit their religion and their homeland ,Location,religion,0.076923077,Positive,0,0,0,0,,0,1,0,0
137,9/7/20 10:02,bh.bahrain.corona.tracker,BeAware Bahrain,en,Thomas Abraham,4,"I have downloaded this app but i am not able to open it. Its just showing blank. Please tell me what to do. Edit: This app is really good but, it send me notifications saying I'm outside the self isolation area please go back immediately When actually I have not gone anywhere. Please fix this problem. Thank you",  I have downloaded this app but i am not able to open it. Its just showing blank. Please tell me what to do. Edit: This app is really good but  it send me notifications saying I'm outside the self isolation area please go back immediately When actually I have not gone anywhere. Please fix this problem. Thank you ,en,  I have downloaded this app but i am not able to open it  Its just showing blank  Please tell me what to do  Edit  This app is really good but  it send me notifications saying I m outside the self isolation area please go back immediately When actually I have not gone anywhere  Please fix this problem  Thank you ,"Domain_Specific, Location","area, outsid",0.066666667,Positive,0,0,1,0,,0,1,0,0
138,9/7/20 9:30,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Hussain Hawas,5,برنامج مفيد جدا في ظل هذه الجائحه وانصح الجميع تحميله لاسيما انه يعطيك مؤشر ان كنت ملتزم باجراءات التباعد الاجتماعي.او اذا كنت خالطت احد المصابين.,A very useful program in light of this pandemic and I advise everyone to download it  especially as it gives you an indication that you are committed to social distancing measures  or if you have had contact with one of the injured.,ar,A very useful program in light of this pandemic and I advise everyone to download it  especially as it gives you an indication that you are committed to social distancing measures  or if you have had contact with one of the injured ,Domain_Specific,measur,0.055555556,Positive,0,0,1,0,,0,0,0,0
142,9/7/20 5:38,bh.bahrain.corona.tracker,BeAware Bahrain,en,Mohammed Hanif,5,Very Useful Service I love It's,  Very Useful Service I love It's ,en,  Very Useful Service I love It s ,Domain_Specific,"servic, servic",0.5,Positive,0,0,1,0,,0,0,0,0
150,6/7/20 10:38,bh.bahrain.corona.tracker,BeAware Bahrain,ar,منى اعوان,5,ممتاز و الاه يحفظ الجميع يارب,Excellent and God preserves everyone,ar,Excellent and God preserves everyone,Domain_Specific,preserv,0.25,Positive,0,0,1,0,,0,0,0,0
151,6/7/20 10:28,bh.bahrain.corona.tracker,BeAware Bahrain,ar,بو عبدالله الشيخ احمد,5,تطبيق ممتاز جزاكم الله خير وحفظ الله البحرين من كل سوء ومكروه,An excellent application  may God reward you well and may God protect Bahrain from all bad and bad,ar,An excellent application  may God reward you well and may God protect Bahrain from all bad and bad,"Domain_Specific, Location, Privacy","bahrain, protect, applic",0.25,Positive,0,0,1,0,,0,1,1,0
154,4/7/20 8:32,bh.bahrain.corona.tracker,BeAware Bahrain,ar,تيسير عضيبات,5,برنامج ممتاز جدا كل الشكر للقائيمين على البرنامج وكل الشكر للكوادر الطبيه في مملكة البحرين,A very excellent program. All thanks to those in charge of the program and all thanks to the medical staff in the Kingdom of Bahrain,ar,A very excellent program  All thanks to those in charge of the program and all thanks to the medical staff in the Kingdom of Bahrain,"Domain_Specific, Location","bahrain, staff, medic",0.272727273,Positive,0,0,1,0,,0,1,0,0
156,3/7/20 8:14,bh.bahrain.corona.tracker,BeAware Bahrain,ar,MARYAM AHMED,5,تطبيق عجيب ومفيد وحلو وانصح الكل نزل هذا التطبيق,Wonderful application  useful and sweet  and I recommend this application to everyone,ar,Wonderful application  useful and sweet  and I recommend this application to everyone,Domain_Specific,applic,0.142857143,Positive,0,0,1,0,,0,0,0,0
160,29/06/2020 8:01,bh.bahrain.corona.tracker,BeAware Bahrain,en,Ahmed HAMADA,3,البرنامج جدا مفيد، لكن اليوم لما دخلت عليه طلب مني اسجل مع اني مسجل وبعدها طلع لي تحديث وحدثت وهم طلب اسجل ، لماذا يتم الغاء التسجيل السابق هل هذا خلل في البرنامج ارجو التوضيح، عدا ذلك لوضعت 5 نجمات,The program is very useful  but today  when I entered it  he asked me to register even though I was registered  and after that an update came to me and it happened  and they asked to register. Why is the previous registration canceled? Is this a defect in the program? Please clarify  otherwise I put 5 stars,ar,The program is very useful  but today  when I entered it  he asked me to register even though I was registered  and after that an update came to me and it happened  and they asked to register  Why is the previous registration canceled  Is this a defect in the program  Please clarify  otherwise I put   stars,Domain_Specific,"clarifi, enter",0.076923077,Positive,0,0,1,0,,0,0,0,0
162,27/06/2020 18:26,bh.bahrain.corona.tracker,BeAware Bahrain,en,ashiq perla,5,Good application ❤ Need bit more faster in result updation,  Good application ❤ Need bit more faster in result updation ,en,  Good application   Need bit more faster in result updation ,Domain_Specific,applic,0.142857143,Positive,0,0,1,0,,0,0,0,0
173,25/06/2020 16:34,bh.bahrain.corona.tracker,BeAware Bahrain,en,Aida Liwag,5,Very helpful all the staff,  Very helpful all the staff ,en,  Very helpful all the staff ,Domain_Specific,staff,0.333333333,Positive,0,0,1,0,,0,0,0,0
176,24/06/2020 17:17,bh.bahrain.corona.tracker,BeAware Bahrain,en,Deepak Kuckian,2,"This app though fine, does not work completely as intended. The photo upload feature has been the most erratic at its best. The app has been constantly waking up the phone and i cannot disable the vibrating and this is eating up my phone charge, besides it has been vibrating whole day and night giving me stress. Kindly fix the distutbance by allowing vibrator to be disabled.",  This app though fine  does not work completely as intended. The photo upload feature has been the most erratic at its best. The app has been constantly waking up the phone and i cannot disable the vibrating and this is eating up my phone charge  besides it has been vibrating whole day and night giving me stress. Kindly fix the distutbance by allowing vibrator to be disabled. ,en,  This app though fine  does not work completely as intended  The photo upload feature has been the most erratic at its best  The app has been constantly waking up the phone and i cannot disable the vibrating and this is eating up my phone charge  besides it has been vibrating whole day and night giving me stress  Kindly fix the distutbance by allowing vibrator to be disabled  ,"Disability, Domain_Specific, Emotional","stress, disabl, vibrat",0.088235294,Positive,0,1,1,1,,0,0,0,0
177,24/06/2020 9:56,bh.bahrain.corona.tracker,BeAware Bahrain,ar,isa Sabt,5,مجهود جبار لفريق البحرين وعمل جبار يشكر عليه الجميع . ارجو تمديد وقت رفع الصوره. هنآك أشخاص يكونون مشغولين في الصلاه او إعداد الطعام أو الاستحمام. نتمنى أن تكون للبرنامج نغمه خاصه ولكم جزيل الشكر و التقدير والاحترام,A tremendous effort by the Bahrain team and a tremendous work for which everyone is thankful. Please extend the time of uploading the image. There are people who are busy praying  preparing food or bathing. We hope that the program will have a special tone  and we thank you very much  appreciation and respect,ar,A tremendous effort by the Bahrain team and a tremendous work for which everyone is thankful  Please extend the time of uploading the image  There are people who are busy praying  preparing food or bathing  We hope that the program will have a special tone  and we thank you very much  appreciation and respect,"Domain_Specific, Location","bahrain, prepar, extend, prepar, imag",0.178571429,Positive,0,0,1,0,,0,1,0,0
187,19/06/2020 7:15,bh.bahrain.corona.tracker,BeAware Bahrain,en,Yousif Al Maskati,4,يوجد تأخير في استلام اشعار طلب الصورة تقريبا ٣ دقايق من يوصلني اصور مباشرة يطلع ان الاشعار وصل صار له فترة,There is a delay in receiving the photo request notification approximately 3 minutes,ar,There is a delay in receiving the photo request notification approximately   minutes,Domain_Specific,receiv,0.142857143,Negative,0,0,1,0,,0,0,0,0
188,18/06/2020 18:46,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mohee Ahmed,5,الشكر للكوادر الداعمة والمشرفة على هذا التطبيق المتميز والأستمرار في بذل الجهود المتقنة في سبيل الحفاظ على البحرين الغالية وأهلها الغالين،وأنشاالله على القوة دوم وآلله يحفظ الجميع آمين يارب العالمين.,Thanks to the cadres who support and supervise this distinguished application and to continue exerting elaborate efforts in order to preserve the dear Bahrain and its dear people.,ar,Thanks to the cadres who support and supervise this distinguished application and to continue exerting elaborate efforts in order to preserve the dear Bahrain and its dear people ,"Domain_Specific, Location","bahrain, preserv, applic, order",0.25,Positive,0,0,1,0,,0,1,0,0
191,17/06/2020 17:58,bh.bahrain.corona.tracker,BeAware Bahrain,en,irvin mathew,4,Even after entering the exact information to check the test results it keeps showing the information entered for the data cannot be found. Please enter a valid data. Same appears on the MOH website also. Can this be solved please.,  Even after entering the exact information to check the test results it keeps showing the information entered for the data cannot be found. Please enter a valid data. Same appears on the MOH website also. Can this be solved please. ,en,  Even after entering the exact information to check the test results it keeps showing the information entered for the data cannot be found  Please enter a valid data  Same appears on the MOH website also  Can this be solved please  ,"Domain_Specific, Privacy","data, enter",0.086956522,Positive,0,0,1,0,,0,0,1,0
193,17/06/2020 10:20,bh.bahrain.corona.tracker,BeAware Bahrain,en,Joyce Jacob,3,"I have completed the covid test on 13th June, at the same time I have tried this app, unfortunately it hasn't worked. After that i have tried several times the same, but the app is couldn't find the location. Due to this I have been uninstalled the application and re installed it again. There is one more issue on your application regarding the photo uploads. The link does not existing 24 hours. Hope you will be rectified these issues soon. Thank you.....",  I have completed the covid test on 13th June  at the same time I have tried this app  unfortunately it hasn't worked. After that i have tried several times the same  but the app is couldn't find the location. Due to this I have been uninstalled the application and re installed it again. There is one more issue on your application regarding the photo uploads. The link does not existing 24 hours. Hope you will be rectified these issues soon. Thank you..... ,en,  I have completed the covid test on   th June  at the same time I have tried this app  unfortunately it hasn t worked  After that i have tried several times the same  but the app is couldn t find the location  Due to this I have been uninstalled the application and re installed it again  There is one more issue on your application regarding the photo uploads  The link does not existing    hours  Hope you will be rectified these issues soon  Thank you      ,"Domain_Specific, Privacy","locat, locat, rectifi, applic",0.114285714,Negative,0,0,1,0,,0,0,1,0
197,16/06/2020 10:57,bh.bahrain.corona.tracker,BeAware Bahrain,en,Amrita Magar,3,but i can't download this application,  but i can't download this application ,en,  but i can t download this application ,Domain_Specific,applic,0.5,Neutral,0,0,1,0,,0,0,0,0
198,16/06/2020 7:35,bh.bahrain.corona.tracker,BeAware Bahrain,en,Amjad Mailk,2,Assalamualikum sir I can't open this application from one weak I didn't check my result in this application. It can not open kindly help me.,  Assalamualikum sir I can't open this application from one weak I didn't check my result in this application. It can not open kindly help me. ,en,  Assalamualikum sir I can t open this application from one weak I didn t check my result in this application  It can not open kindly help me  ,Domain_Specific,applic,0.083333333,Negative,0,0,1,0,,0,0,0,0
202,14/06/2020 9:57,bh.bahrain.corona.tracker,BeAware Bahrain,ar,علي الحسني,5,برنامج جميل جداً ونشكر القائمين عليه وحفظكم الله من كل مكروه وحفظ الله مملكه البحرين وحكومتها الغاليه على قلوبنا عندي ملاحظه بخصوص رفع الصور يتم ارسال الطلب في البرنامج والمحجور في حاله نوم أو في وقت الصلاه واذا لم يرد يتم ارسال اشعار بانه أهمل الطلب وهو لا يعلم بذلك اتمنى معالجه ذالك وشكراً,A very beautiful program  and we thank those in charge of it  and may God protect you from all harm  and may God preserve the Kingdom of Bahrain and its government  which is dear to our hearts. I hope to fix that and thank you,ar,A very beautiful program  and we thank those in charge of it  and may God protect you from all harm  and may God preserve the Kingdom of Bahrain and its government  which is dear to our hearts  I hope to fix that and thank you,"Domain_Specific, Location, Privacy","bahrain, protect, preserv",0.15,Positive,0,0,1,0,,0,1,1,0
203,13/06/2020 14:30,bh.bahrain.corona.tracker,BeAware Bahrain,en,naqqash malik,3,I don't receive your notification when i opens the app only then I get it.,  I don't receive your notification when i opens the app only then I get it. ,en,  I don t receive your notification when i opens the app only then I get it  ,Domain_Specific,receiv,0.166666667,Neutral,0,0,1,0,,0,0,0,0
204,13/06/2020 6:40,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Top_ Sud,5,لو في الف نجمة لاخترتها وصفا وحبا لهذا التطبيق فعلا يستحق الفوز كافضل تطبيق علي مستوي العالم من وعى وفكر متطور حفظ الله البحرين بلد خير واهلها اهل طيبة وكرم 🥰 محبكم دوما ~ زول~,If in a thousand stars  I would have chosen a description and love for this application  indeed it deserves to win as the best application at the level of the world of awareness and advanced thinking. May God protect Bahrain is a good country and its people are good and generous people,ar,If in a thousand stars  I would have chosen a description and love for this application  indeed it deserves to win as the best application at the level of the world of awareness and advanced thinking  May God protect Bahrain is a good country and its people are good and generous people,"Domain_Specific, Language, Location, Privacy","countri, countri, bahrain, protect, level, applic",0.222222222,Positive,0,0,1,0,,1,1,1,0
