,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
28,8/1/20 16:34,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Yotam Cohen,1,"Insane wakelock is preventing the phone from entering deep sleep, not so healthy for battery life. Please fix it, otherwise this app is just a battery killer.",  Insane wakelock is preventing the phone from entering deep sleep  not so healthy for battery life. Please fix it  otherwise this app is just a battery killer. ,en,  Insane wakelock is preventing the phone from entering deep sleep  not so healthy for battery life  Please fix it  otherwise this app is just a battery killer  ,Domain_Specific,"enter, killer",0.125,Negative,0,0,1,0,0,0,0,0,0
30,7/31/20 12:32,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Ilan Hadar,5,הבריאות חשובה. תתקינו,Health is important. Install,he,Health is important  Install,Domain_Specific,import,0.333333333,Positive,0,0,1,0,0,0,0,0,0
34,7/31/20 6:03,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Omer Zfira,2,"זוללת בטריה אז מחקתי. היה לי מגן1, לא הבנתי למה היה צריך להחליף.. חבל, דברו איתי כשיהיה מגן 3",Devouring a battery so I deleted. I had a shield 1  I did not understand why it had to be replaced .. Too bad  talk to me when there is a shield 3,he,Devouring a battery so I deleted  I had a shield    I did not understand why it had to be replaced    Too bad  talk to me when there is a shield  ,Domain_Specific,replac,0.1,Negative,0,0,1,0,0,0,0,0,0
35,7/30/20 22:15,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Dov Bloom,1,Uses a ton of battery and has 2 constant notifications. If you are home all day why use location and battery 24/7?,  Uses a ton of battery and has 2 constant notifications. If you are home all day why use location and battery 24/7? ,en,  Uses a ton of battery and has   constant notifications  If you are home all day why use location and battery       ,"Domain_Specific, Privacy","locat, locat",0.181818182,Neutral,0,0,1,0,0,0,0,1,0
37,7/30/20 16:39,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Elad Almogi,2,"בדכ מרוצה, עכשיו שטח החלון גדול מהמסך כך שהתצוגה לא טובה",Basically satisfied  now the window area is larger than the screen so the display is not good,he,Basically satisfied  now the window area is larger than the screen so the display is not good,"Domain_Specific, Location","area, display",0.25,Positive,0,0,1,0,0,0,1,0,0
40,7/29/20 23:19,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Ofek Tzukduian,1,Can't even open the app on a galaxy a5 (2017) really bad expireince i expect a bit of more fixes that i can even run the app,  Can't even open the app on a galaxy a5 (2017) really bad expireince i expect a bit of more fixes that i can even run the app ,en,  Can t even open the app on a galaxy a         really bad expireince i expect a bit of more fixes that i can even run the app ,Domain_Specific,run,0.076923077,Negative,0,0,1,0,0,0,0,0,0
42,7/29/20 15:14,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Ron,4,מדי פעם נדלקים שני נוטיפיקציות במקום אחד ואי אפשר להסיר אחד מהם.,Occasionally two notifications light up in one place and one of them cannot be removed.,he,Occasionally two notifications light up in one place and one of them cannot be removed ,Domain_Specific,remov,0.125,Neutral,0,0,1,0,0,0,0,0,0
43,7/29/20 14:32,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,amir farran,3,"האפליקציה צורכת חיי סוללה בצורה משמעותית. בדקתי לאורך מחזור הטענה , הצריכה הינה כ 10 % . גבוהה מדי",The app consumes significant battery life. I checked throughout the claim cycle  consumption is about 10%. Too high,he,The app consumes significant battery life  I checked throughout the claim cycle  consumption is about      Too high,Domain_Specific,cycl,0.090909091,Positive,0,0,1,0,0,0,0,0,0
46,7/29/20 10:33,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Eran Hefer,2,"The application drains the battery very fast, 11% in few hours. This needs to be fixed ASAP since we can't really use it outside without a charger. Except this, the idea is really excellent.",  The application drains the battery very fast  11% in few hours. This needs to be fixed ASAP since we can't really use it outside without a charger. Except this  the idea is really excellent. ,en,  The application drains the battery very fast      in few hours  This needs to be fixed ASAP since we can t really use it outside without a charger  Except this  the idea is really excellent  ,Domain_Specific,"outsid, charger, applic",0.157894737,Positive,0,0,1,0,0,0,0,0,0
48,7/28/20 20:29,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Ady Raducanu,1,Phone killer App It took 20% battery in one hr So i blocked the app to deal with battery It still slows the phone to a level that will be smashed on the wall!!!! No thanks i prefer Magen 1 App deleted as is not suited for older phones and it kills the phone Talk to me on magen 3 i am very sory i was convinced to remove Magen 1,  Phone killer App It took 20% battery in one hr So i blocked the app to deal with battery It still slows the phone to a level that will be smashed on the wall!!!! No thanks i prefer Magen 1 App deleted as is not suited for older phones and it kills the phone Talk to me on magen 3 i am very sory i was convinced to remove Magen 1 ,en,  Phone killer App It took     battery in one hr So i blocked the app to deal with battery It still slows the phone to a level that will be smashed on the wall     No thanks i prefer Magen   App deleted as is not suited for older phones and it kills the phone Talk to me on magen   i am very sory i was convinced to remove Magen   ,"Age, Domain_Specific","older, remov, killer, level",0.117647059,Negative,1,0,1,0,0,0,0,0,0
52,7/28/20 16:51,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,תמיר כהן,1,עוד צעד לעבר מציאות כמו בסין,Another step towards a reality like in China,he,Another step towards a reality like in China,Location,china,0.166666667,Positive,0,0,0,0,0,0,1,0,0
53,7/28/20 15:46,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Leonid Furer,2,The new application is not compatible with Redmi Note 8 Pro (ANDROID 10). Update is required ASAP.,  The new application is not compatible with Redmi Note 8 Pro (ANDROID 10). Update is required ASAP. ,en,  The new application is not compatible with Redmi Note   Pro  ANDROID      Update is required ASAP  ,Domain_Specific,applic,0.1,Neutral,0,0,1,0,0,0,0,0,0
56,7/28/20 11:39,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Omri Zhoar,1,"מדיניות פרטיות מזעזעת ושונה בין עברית לאנגלית, קוד שלא מופיע בקוד הפתוח נמצא בדיקומפליזציה ומעלה תהיות מהותיות.",Shocking and different privacy policy between Hebrew and English  code that does not appear in the open source is being decomplicated and raises fundamental questions.,he,Shocking and different privacy policy between Hebrew and English  code that does not appear in the open source is being decomplicated and raises fundamental questions ,"Emotional, Language, Privacy","shock, hebrew, english, privaci",0.266666667,Negative,0,0,0,1,0,1,0,1,0
61,7/28/20 4:30,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Amir Miller,5,"תתקינו, זה חשוב. כל המידע נשמר אצלכם, לא משותף עם משרד הבריאות אפילו אם נחשפתם לחולה.",Install  it's important. All information is kept with you  not shared with the Ministry of Health even if you have been exposed to a patient.,he,Install  it s important  All information is kept with you  not shared with the Ministry of Health even if you have been exposed to a patient ,Domain_Specific,import,0.1,Negative,0,0,1,0,0,0,0,0,0
62,7/28/20 4:04,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Vladimir Vainer,2,Version 2 has two ongoing notifications. One from TSLocationManager and one from foreground service channel. Please remove one of them,  Version 2 has two ongoing notifications. One from TSLocationManager and one from foreground service channel. Please remove one of them ,en,  Version   has two ongoing notifications  One from TSLocationManager and one from foreground service channel  Please remove one of them ,Domain_Specific,"servic, servic, remov, channel",0.307692308,Positive,0,0,1,0,0,0,0,0,0
64,7/28/20 1:54,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Morad Iseed,1,"יש בעיה חמורה לא זהה שאשתי יש לה קורונה ואחר 10 ימים אני נדבקתי ולא זהה שיש לי קורונה ולא תריע שיש חשיפה או מערבות , אני הפעלתי את האפליקציה מקמה חודשים אני חש שזה חרטה",There is a serious problem not the same as my wife has a corona and after 10 days I got infected and not the same as I have a corona and will not warn that there is exposure or involvement  I have run the app for months I feel it is regret,he,There is a serious problem not the same as my wife has a corona and after    days I got infected and not the same as I have a corona and will not warn that there is exposure or involvement  I have run the app for months I feel it is regret,Domain_Specific,run,0.0625,Negative,0,0,1,0,0,0,0,0,0
67,7/27/20 18:25,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Nathan Dinowitz,5,the app has 2 notifications one in Hebrew and one in English. please fix it,  the app has 2 notifications one in Hebrew and one in English. please fix it ,en,  the app has   notifications one in Hebrew and one in English  please fix it ,Language,"hebrew, english",0.25,Positive,0,0,0,0,0,1,0,0,0
68,7/27/20 17:35,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Sefi Erlich,3,The application has a grate value but the latest update today is taking 8 percent of battery in 5 hours. This is way to much. Please have it fixed.,  The application has a grate value but the latest update today is taking 8 percent of battery in 5 hours. This is way to much. Please have it fixed. ,en,  The application has a grate value but the latest update today is taking   percent of battery in   hours  This is way to much  Please have it fixed  ,Domain_Specific,applic,0.071428571,Positive,0,0,1,0,0,0,0,0,0
74,7/21/20 6:22,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Yaron Kahanovitch,5,"חשוב מאוד, תורידו ותעזרו להוריד את רמת התחלואה, כך נוכל לשחרר את המשק",It is very important  lower and help lower the level of morbidity so that we can free the economy,he,It is very important  lower and help lower the level of morbidity so that we can free the economy,"Domain_Specific, Socio_economic_Status","free, import, level",0.333333333,Positive,0,0,1,0,0,0,0,0,1
76,7/19/20 16:34,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Sofia Avakov,1,Сегодня 19 июля появилось сообщение о пересечении с больным 7 июля Причем по адресу и по времени меня там не было.Появляется вопрос -зачем мне такое приложение?Мало того что информация ошибочная так еще получена через 12 дней после возможного пересечения,Today  July 19  there was a message about crossing with the patient on July 7 And at the address and at the time I was not there. The question arises - why do I need such an application? Not only is the information erroneous so still received 12 days after the possible crossing,ru,Today  July     there was a message about crossing with the patient on July   And at the address and at the time I was not there  The question arises   why do I need such an application  Not only is the information erroneous so still received    days after the possible crossing,Domain_Specific,"receiv, applic, address",0.142857143,Negative,0,0,1,0,0,0,0,0,0
77,7/18/20 19:05,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Natasha Natasha,2,"у меня за стеной, больная соседка уже несколько дней, а приложение показывает, что по близости больных нет.",I have a sick neighbor behind the wall for several days  and the application shows that there are no patients in the vicinity.,ru,I have a sick neighbor behind the wall for several days  and the application shows that there are no patients in the vicinity ,"Domain_Specific, Emotional","sick, applic",0.2,Negative,0,0,1,1,0,0,0,0,0
81,7/15/20 17:00,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Eduard Ferdman,3,"Не очень понятно, на сайте минздрава, есть объявление о том что в определённом месте был больной короной, я знаю что я там был в это же время, но по данным аппликации соприкосновения не было, как так?",It's not very clear  on the website of the Ministry of Health  there is an announcement that in a certain place there was a sore corona  I know that I was there at the same time  but according to the application there was no contact  how so?,ru,It s not very clear  on the website of the Ministry of Health  there is an announcement that in a certain place there was a sore corona  I know that I was there at the same time  but according to the application there was no contact  how so ,Domain_Specific,"announc, applic",0.133333333,Negative,0,0,1,0,0,0,0,0,0
83,7/14/20 17:08,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Gideon Saad,1,"The app told me of a possible match of an infected person in Pasta Basta in Ramat Gan where Iwas supposed to have been. When I ask to show this location on the map and open it, the map shows a wrong location as I know for a fact that there is no Pasta Basta in that location. The developers need to add a way for individuals to edit and correct location or at least to mention that the place mentioned does not exist there.",  The app told me of a possible match of an infected person in Pasta Basta in Ramat Gan where Iwas supposed to have been. When I ask to show this location on the map and open it  the map shows a wrong location as I know for a fact that there is no Pasta Basta in that location. The developers need to add a way for individuals to edit and correct location or at least to mention that the place mentioned does not exist there. ,en,  The app told me of a possible match of an infected person in Pasta Basta in Ramat Gan where Iwas supposed to have been  When I ask to show this location on the map and open it  the map shows a wrong location as I know for a fact that there is no Pasta Basta in that location  The developers need to add a way for individuals to edit and correct location or at least to mention that the place mentioned does not exist there  ,"Domain_Specific, Privacy","locat, locat",0.05,Negative,0,0,1,0,0,0,0,1,0
85,7/14/20 7:52,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Alex Gorelik,1,One of the recent updates lead to a pop-up about an improvement in location services to be shown _every_ time I enable or disable GPS on my phone. This drives me nuts! I had to force stop the application to avoid the pop-ups. I shall wait for an update with fix and if not published promptly - uninstall the application.,  One of the recent updates lead to a pop-up about an improvement in location services to be shown _every_ time I enable or disable GPS on my phone. This drives me nuts! I had to force stop the application to avoid the pop-ups. I shall wait for an update with fix and if not published promptly - uninstall the application. ,en,  One of the recent updates lead to a pop up about an improvement in location services to be shown  every  time I enable or disable GPS on my phone  This drives me nuts  I had to force stop the application to avoid the pop ups  I shall wait for an update with fix and if not published promptly   uninstall the application  ,"Disability, Domain_Specific, Privacy","locat, gps, disabl, servic, servic, locat, applic",0.233333333,Negative,0,1,1,0,0,0,0,1,0
87,7/13/20 20:25,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,E Patzkow,2,I was exposed to a sick person according to the ministry of health website but the app is saying no overlaps found. The location is clearly marked in my Google timeline and is the same as the website.,  I was exposed to a sick person according to the ministry of health website but the app is saying no overlaps found. The location is clearly marked in my Google timeline and is the same as the website. ,en,  I was exposed to a sick person according to the ministry of health website but the app is saying no overlaps found  The location is clearly marked in my Google timeline and is the same as the website  ,"Domain_Specific, Emotional, Privacy","sick, locat, locat",0.176470588,Negative,0,0,1,1,0,0,0,1,0
88,7/13/20 17:54,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Avner Sass,1,"זוללת משאבים של הטלפון, הופכת אותו לבלתי שמיש, נאלצתי להסיר",Devouring resources of the phone  making it unusable  I had to remove,he,Devouring resources of the phone  making it unusable  I had to remove,Domain_Specific,remov,0.166666667,Neutral,0,0,1,0,0,0,0,0,0
96,7/7/20 10:40,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Fernando Maliar,2,תמיד מקבל את ההודעה אין קליטת נתונים אף על פי שאני מחובר לאינטרנט דרך הוויפי או 4G,Always get the message no data reception even though I am connected to the internet via wifi or 4G,he,Always get the message no data reception even though I am connected to the internet via wifi or  G,Privacy,data,0.083333333,Negative,0,0,0,0,0,0,0,1,0
97,7/6/20 7:02,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Margarita Kublanovsky,2,"Since the last update, when I enter the app, all I see is a blank screen. No data. Nothing.",  Since the last update  when I enter the app  all I see is a blank screen. No data. Nothing. ,en,  Since the last update  when I enter the app  all I see is a blank screen  No data  Nothing  ,"Domain_Specific, Privacy","data, enter",0.2,Negative,0,0,1,0,0,0,0,1,0
99,7/5/20 15:39,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Amit Arnon,2,I was near an infected person and never got a report about that. I think this app should also check with my location history instead of just checking location itself all the time and killing battery. EDIT: It was in a public place.,  I was near an infected person and never got a report about that. I think this app should also check with my location history instead of just checking location itself all the time and killing battery. EDIT: It was in a public place. ,en,  I was near an infected person and never got a report about that  I think this app should also check with my location history instead of just checking location itself all the time and killing battery  EDIT  It was in a public place  ,"Domain_Specific, Privacy","locat, locat",0.095238095,Negative,0,0,1,0,0,0,0,1,0
101,7/3/20 10:14,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Nikolay Vlasenko,4,הכל בסדר. אבל צריך לעשות יפיע עח שורת מצב הודעה שהוא רץ ברגע! זה סתאם תופס מקום.,Everything is fine. But a message should be displayed on the status bar that he is running at the moment! It stamm takes up space.,he,Everything is fine  But a message should be displayed on the status bar that he is running at the moment  It stamm takes up space ,Domain_Specific,"display, run",0.181818182,Positive,0,0,1,0,0,0,0,0,0
104,7/1/20 10:46,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,en,Olga Yakir,1,"Usless. לא יעילה, לא מבצעת תפקיד שלשמו היא נבנתה.",Useless. Ineffective  not performing a role for which it was built.,he,Useless  Ineffective  not performing a role for which it was built ,Domain_Specific,perform,0.2,Negative,0,0,1,0,0,0,0,0,0
105,6/30/20 11:43,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Garry Perelman,1,"А почему единственный вариант на русском языке: ""Я понялА""? В женском роде? Мужчины тоже пользуются аппликацией! Что за дискриминация??","And why is the only option in Russian: ""I understoodA""? Feminine? Men also use the applique! What kind of discrimination ??",ru,And why is the only option in Russian   I understoodA   Feminine  Men also use the applique  What kind of discrimination   ,"Domain_Specific, Gender, Language","men, russian, appliqu",0.25,Neutral,0,0,1,0,1,1,0,0,0
109,6/24/20 17:09,com.hamagen,המגן 2 - האפליקציה הלאומית למלחמה בנגיף הקורונה,ru,Рима Давид,4,Напишите пожалуйста это правда что есть новая аплекация МАГЕН -2 ? СЕГОДНЯ ПО 9 КАНАЛУ ПЕРЕДАЛИ.ИЛИ Я НЕ ПРАВИЛЬНО ПОНЯЛА,Please write is it true that there is a new MAGEN-2? TODAY ON CHANNEL 9 HAS BEEN TRANSMITTED. OR I DO NOT UNDERSTAND CORRECTLY,ru,Please write is it true that there is a new MAGEN    TODAY ON CHANNEL   HAS BEEN TRANSMITTED  OR I DO NOT UNDERSTAND CORRECTLY,Domain_Specific,channel,0.1,Positive,0,0,1,0,0,0,0,0,0
