,Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
21,31/10/2020 12:13,1520427663,NHS COVID-19,gb,,Richymoo67,1,Waste of space,Notifications of closeness to someone with COVID pop up and when you click on them they disappear. No instruction or information provided by the app concerning said notification.,  Waste of space Notifications of closeness to someone with COVID pop up and when you click on them they disappear. No instruction or information provided by the app concerning said notification.  ,en,  Waste of space Notifications of closeness to someone with COVID pop up and when you click on them they disappear  No instruction or information provided by the app concerning said notification   ,Emotional,concern,0.0625,Negative,0,0,0,1,,0,0,0,0
27,31/10/2020 9:35,1520427663,NHS COVID-19,gb,,Sheep molester,3,Boris Johnson is a hero!,"On the whole the app seems to work quite well, slightly frustrating that it keeps giving me notifications telling me that I may have been somewhere that cases have been identified but when I go to the app there’s nothing there. Later on it gives another notification saying that I shouldn’t worry but should still stay vigilant.","  Boris Johnson is a hero! On the whole the app seems to work quite well, slightly frustrating that it keeps giving me notifications telling me that I may have been somewhere that cases have been identified but when I go to the app there’s nothing there. Later on it gives another notification saying that I shouldn’t worry but should still stay vigilant.  ",en,  Boris Johnson is a hero  On the whole the app seems to work quite well  slightly frustrating that it keeps giving me notifications telling me that I may have been somewhere that cases have been identified but when I go to the app there s nothing there  Later on it gives another notification saying that I shouldn t worry but should still stay vigilant   ,"Domain_Specific, Emotional","worri, frustrat, identifi",0.096774194,Negative,0,0,1,1,,0,0,0,0
28,31/10/2020 9:21,1520427663,NHS COVID-19,gb,,PhatMuzz,1,Shambles,"Have been in High tier in Hull for over 9 hours now, but app still informing me I’m in a Medium tier area. Considering how much money has been thrown at track and trace it’s a total shambles.","  Shambles Have been in High tier in Hull for over 9 hours now, but app still informing me I’m in a Medium tier area. Considering how much money has been thrown at track and trace it’s a total shambles.  ",en,  Shambles Have been in High tier in Hull for over   hours now  but app still informing me I m in a Medium tier area  Considering how much money has been thrown at track and trace it s a total shambles   ,"Location, Privacy","area, track",0.105263158,Neutral,0,0,0,0,,0,1,1,0
29,31/10/2020 8:44,1520427663,NHS COVID-19,gb,,PumpyBurgers,3,Phone slightly unresponsive,"After the latest update, my phone slowed down &amp; became slightly unresponsive.
Turned off the contract tracing &amp; suddenly it the iPhone was back to normal again.
Running on an iPhone 7, but still would expect it to hog resources.","  Phone slightly unresponsive After the latest update, my phone slowed down &amp; became slightly unresponsive.
Turned off the contract tracing &amp; suddenly it the iPhone was back to normal again.
Running on an iPhone 7, but still would expect it to hog resources.  ",en,  Phone slightly unresponsive After the latest update  my phone slowed down  amp  became slightly unresponsive  Turned off the contract tracing  amp  suddenly it the iPhone was back to normal again  Running on an iPhone    but still would expect it to hog resources   ,Domain_Specific,"run, normal",0.076923077,Neutral,0,0,1,0,,0,0,0,0
30,31/10/2020 8:18,1520427663,NHS COVID-19,gb,,zchedc,1,It doesn’t work on my iPhone XR,"I downloaded it a few times and tried to activate my Exposure Notifications for the UK which sends me to the AppStore. I downloaded it, it just doesn’t work. ‘Unfortunately, you can’t run this app’ that’s what I get😔","  It doesn’t work on my iPhone XR I downloaded it a few times and tried to activate my Exposure Notifications for the UK which sends me to the AppStore. I downloaded it, it just doesn’t work. ‘Unfortunately, you can’t run this app’ that’s what I get😔  ",en,  It doesn t work on my iPhone XR I downloaded it a few times and tried to activate my Exposure Notifications for the UK which sends me to the AppStore  I downloaded it  it just doesn t work   Unfortunately  you can t run this app  that s what I get   ,"Domain_Specific, Location","uk, run",0.111111111,Negative,0,0,1,0,,0,1,0,0
32,31/10/2020 6:38,1520427663,NHS COVID-19,gb,,Early2008MacPro8core,5,Room for improvement,"Could have done with additional postcode areas where someone travels for health level of CoViD-19 when traveling on the move. 

Biggest problem of all. It is having to watch drainage of the battery on my Apple iPhone 8 Plus 256GB with iOS 14.1 and then have to switch off the Bluetooth or watch the battery level drains away in just 13 minutes from 70% down to 0% is no longer funny anymore.","  Room for improvement Could have done with additional postcode areas where someone travels for health level of CoViD-19 when traveling on the move. 

Biggest problem of all. It is having to watch drainage of the battery on my Apple iPhone 8 Plus 256GB with iOS 14.1 and then have to switch off the Bluetooth or watch the battery level drains away in just 13 minutes from 70% down to 0% is no longer funny anymore.  ",en,  Room for improvement Could have done with additional postcode areas where someone travels for health level of CoViD    when traveling on the move    Biggest problem of all  It is having to watch drainage of the battery on my Apple iPhone   Plus    GB with iOS      and then have to switch off the Bluetooth or watch the battery level drains away in just    minutes from     down to    is no longer funny anymore   ,"Domain_Specific, Location","area, level",0.057142857,Negative,0,0,1,0,,0,1,0,0
40,30/10/2020 19:47,1520427663,NHS COVID-19,gb,,R J D 9,3,Very short term notifications?,Information appears on the screen and the instant the phone is lifted the message disappears and cannot be found elsewhere? Why is this we are frustrated that we do not know the content of the messages.,  Very short term notifications? Information appears on the screen and the instant the phone is lifted the message disappears and cannot be found elsewhere? Why is this we are frustrated that we do not know the content of the messages.  ,en,  Very short term notifications  Information appears on the screen and the instant the phone is lifted the message disappears and cannot be found elsewhere  Why is this we are frustrated that we do not know the content of the messages   ,Emotional,frustrat,0.052631579,Negative,0,0,0,1,,0,0,0,0
44,30/10/2020 18:58,1520427663,NHS COVID-19,gb,,mreys,1,Dus not know how to calculate isolation perod,"Isolation starts at time of entering, not at time of first symptoms nor test. 
My app.was telling me to self isolate die 6 more days  contrary to what track and trace told me","  Dus not know how to calculate isolation perod Isolation starts at time of entering, not at time of first symptoms nor test. 
My app.was telling me to self isolate die 6 more days  contrary to what track and trace told me  ",en,  Dus not know how to calculate isolation perod Isolation starts at time of entering  not at time of first symptoms nor test   My app was telling me to self isolate die   more days  contrary to what track and trace told me  ,"Domain_Specific, Privacy","track, enter",0.086956522,Negative,0,0,1,0,,0,0,1,0
46,30/10/2020 17:50,1520427663,NHS COVID-19,gb,,von Arnim,3,OK,"The app works ok but not that many shops/cafes have the code available. Where they do I use it. 

The frequent alerts are irritating - I understand it’s a glitch &amp; the message disappears but it is confusing generally &amp; doesn’t promote trust in the system. No public awareness info about the glitch either","  OK The app works ok but not that many shops/cafes have the code available. Where they do I use it. 

The frequent alerts are irritating - I understand it’s a glitch &amp; the message disappears but it is confusing generally &amp; doesn’t promote trust in the system. No public awareness info about the glitch either  ",en,  OK The app works ok but not that many shops cafes have the code available  Where they do I use it    The frequent alerts are irritating   I understand it s a glitch  amp  the message disappears but it is confusing generally  amp  doesn t promote trust in the system  No public awareness info about the glitch either  ,"Emotional, Privacy","confus, trust",0.068965517,Negative,0,0,0,1,,0,0,1,0
48,30/10/2020 17:11,1520427663,NHS COVID-19,gb,,Hodkica,1,Notifications,"A notification of some kind was received on my husbands phone, he didn’t read it fully but opened his phone to read and now the message is no where to be seen.  We have searched everywhere and it is not obvious where the message can be read again. 👎","  Notifications A notification of some kind was received on my husbands phone, he didn’t read it fully but opened his phone to read and now the message is no where to be seen.  We have searched everywhere and it is not obvious where the message can be read again. 👎  ",en,  Notifications A notification of some kind was received on my husbands phone  he didn t read it fully but opened his phone to read and now the message is no where to be seen   We have searched everywhere and it is not obvious where the message can be read again     ,Domain_Specific,receiv,0.055555556,Negative,0,0,1,0,,0,0,0,0
49,30/10/2020 16:22,1520427663,NHS COVID-19,gb,,jupitwr,1,Wastes data and battery,As above,  Wastes data and battery As above  ,en,  Wastes data and battery As above  ,Privacy,data,0.25,Neutral,0,0,0,0,,0,0,1,0
51,30/10/2020 15:46,1520427663,NHS COVID-19,gb,,horse whispering,2,England Scotland issue,Incompatibility issued living close to Scottish border reduce it’s usefulness,  England Scotland issue Incompatibility issued living close to Scottish border reduce it’s usefulness  ,en,  England Scotland issue Incompatibility issued living close to Scottish border reduce it s usefulness  ,Domain_Specific,"reduc, border",0.181818182,Positive,0,0,1,0,,0,0,0,0
56,30/10/2020 13:51,1520427663,NHS COVID-19,gb,,Home588,3,Easy to use,App is easy to use... but other location info would be helpful...,  Easy to use App is easy to use... but other location info would be helpful...  ,en,  Easy to use App is easy to use    but other location info would be helpful     ,"Domain_Specific, Privacy","locat, locat",0.222222222,Positive,0,0,1,0,,0,0,1,0
57,30/10/2020 13:43,1520427663,NHS COVID-19,gb,,ViperVogel,1,Waste of time,I tested positive and put my result on the app. This did not register on my wife’s app. It took 10 days for track and trace to contact me. I had already notified all people I had been in contact with. My wife has tested positive and entered details on the app but again did not show on my app. Track and trace eventually rung me and told me I needed to self isolate for 14 days as I had been in contact with someone who had a positive result. We are both still isolating and poorly and the app tells me congratulations I can resume normal life. It has served no help whatsoever or identified anyone I have been in contact with,  Waste of time I tested positive and put my result on the app. This did not register on my wife’s app. It took 10 days for track and trace to contact me. I had already notified all people I had been in contact with. My wife has tested positive and entered details on the app but again did not show on my app. Track and trace eventually rung me and told me I needed to self isolate for 14 days as I had been in contact with someone who had a positive result. We are both still isolating and poorly and the app tells me congratulations I can resume normal life. It has served no help whatsoever or identified anyone I have been in contact with  ,en,  Waste of time I tested positive and put my result on the app  This did not register on my wife s app  It took    days for track and trace to contact me  I had already notified all people I had been in contact with  My wife has tested positive and entered details on the app but again did not show on my app  Track and trace eventually rung me and told me I needed to self isolate for    days as I had been in contact with someone who had a positive result  We are both still isolating and poorly and the app tells me congratulations I can resume normal life  It has served no help whatsoever or identified anyone I have been in contact with  ,"Domain_Specific, Privacy","track, identifi, enter, normal",0.072727273,Positive,0,0,1,0,,0,0,1,0
62,30/10/2020 11:49,1520427663,NHS COVID-19,gb,,BinkyW,1,Misleading messages about potential close encounters cause high anxiety,The so called phone generated messages to confirm the app is working could simply say just that. Why it says there has been a potential close encounter is awful and has caused me significant stress and anxiety,  Misleading messages about potential close encounters cause high anxiety The so called phone generated messages to confirm the app is working could simply say just that. Why it says there has been a potential close encounter is awful and has caused me significant stress and anxiety  ,en,  Misleading messages about potential close encounters cause high anxiety The so called phone generated messages to confirm the app is working could simply say just that  Why it says there has been a potential close encounter is awful and has caused me significant stress and anxiety  ,Emotional,"anxieti, stress",0.071428571,Negative,0,0,0,1,,0,0,0,0
63,30/10/2020 11:42,1520427663,NHS COVID-19,gb,,coley_lily,1,Irrelevant...,"Other than displaying risk rating information that relates to a provided postcode, there is not any evident or obvious functions on here that are useful. Notifications don’t link to anything meaningful on the app and the majority of content just links to website pages....Wow...so this is the end product of various directorates and a mob handed team of consultants, a tech startup could have built something significantly more useful for under 7 figures..","  Irrelevant... Other than displaying risk rating information that relates to a provided postcode, there is not any evident or obvious functions on here that are useful. Notifications don’t link to anything meaningful on the app and the majority of content just links to website pages....Wow...so this is the end product of various directorates and a mob handed team of consultants, a tech startup could have built something significantly more useful for under 7 figures..  ",en,  Irrelevant    Other than displaying risk rating information that relates to a provided postcode  there is not any evident or obvious functions on here that are useful  Notifications don t link to anything meaningful on the app and the majority of content just links to website pages    Wow   so this is the end product of various directorates and a mob handed team of consultants  a tech startup could have built something significantly more useful for under   figures    ,Domain_Specific,"display, director",0.05,Positive,0,0,1,0,,0,0,0,0
65,30/10/2020 10:54,1520427663,NHS COVID-19,gb,,Teenormc,3,Concerned,"Everyone at work has been instructed to use this app. Since using it ,one colleague tested positive for COVID-19. I found out from the colleague a week later. To date I have recieved no notification relating to this and would have expected some advice as part of the track and trace element .","  Concerned Everyone at work has been instructed to use this app. Since using it ,one colleague tested positive for COVID-19. I found out from the colleague a week later. To date I have recieved no notification relating to this and would have expected some advice as part of the track and trace element .  ",en,  Concerned Everyone at work has been instructed to use this app  Since using it  one colleague tested positive for COVID     I found out from the colleague a week later  To date I have recieved no notification relating to this and would have expected some advice as part of the track and trace element    ,"Emotional, Privacy","concern, track",0.071428571,Positive,0,0,0,1,,0,0,1,0
67,30/10/2020 10:32,1520427663,NHS COVID-19,gb,,Mick thornto,1,Mick T,This app is pointless I’m in the Army and move around the country. And this app doesn’t recognise when I’m in another post code it doesn’t send me an alert to if I’m entering a higher lv area all it says is I’m in a medium area it can’t use gps to say what area I’m in. So far this has just reported every day that I’m in a safe area and not been in contact with anyone. Loud of crap.,  Mick T This app is pointless I’m in the Army and move around the country. And this app doesn’t recognise when I’m in another post code it doesn’t send me an alert to if I’m entering a higher lv area all it says is I’m in a medium area it can’t use gps to say what area I’m in. So far this has just reported every day that I’m in a safe area and not been in contact with anyone. Loud of crap.  ,en,  Mick T This app is pointless I m in the Army and move around the country  And this app doesn t recognise when I m in another post code it doesn t send me an alert to if I m entering a higher lv area all it says is I m in a medium area it can t use gps to say what area I m in  So far this has just reported every day that I m in a safe area and not been in contact with anyone  Loud of crap   ,"Domain_Specific, Language, Location, Privacy","countri, countri, area, gps, enter",0.142857143,Positive,0,0,1,0,,1,1,1,0
69,30/10/2020 10:11,1520427663,NHS COVID-19,gb,,Steve NCFC1862,1,Took too long and cost too much.,We was promised an app back in May. It took until September. The cost is a massive secret when we could have just used a QR reader back at the beginning to track people in and out of shops and businesses. Very basic and just directs you to a website.,  Took too long and cost too much. We was promised an app back in May. It took until September. The cost is a massive secret when we could have just used a QR reader back at the beginning to track people in and out of shops and businesses. Very basic and just directs you to a website.  ,en,  Took too long and cost too much  We was promised an app back in May  It took until September  The cost is a massive secret when we could have just used a QR reader back at the beginning to track people in and out of shops and businesses  Very basic and just directs you to a website   ,"Privacy, Socio_economic_Status","cost, track",0.074074074,Positive,0,0,0,0,,0,0,1,1
71,30/10/2020 8:27,1520427663,NHS COVID-19,gb,,jdjdudjejnrjrj,3,Good but needs messaging area rather than notifications,"The app works well in terms of tagging yourself into a venue abs giving information on risk factors.

Once improvement is that when you get a Covid warning it’s a notification on your front screen and when you click it, it takes you to the app where you can’t see what it said.... very annoying.

I had one the other day, clicked it and then it disappeared from my notifications and I couldn’t tell what was said in it...","  Good but needs messaging area rather than notifications The app works well in terms of tagging yourself into a venue abs giving information on risk factors.

Once improvement is that when you get a Covid warning it’s a notification on your front screen and when you click it, it takes you to the app where you can’t see what it said.... very annoying.

I had one the other day, clicked it and then it disappeared from my notifications and I couldn’t tell what was said in it...  ",en,  Good but needs messaging area rather than notifications The app works well in terms of tagging yourself into a venue abs giving information on risk factors   Once improvement is that when you get a Covid warning it s a notification on your front screen and when you click it  it takes you to the app where you can t see what it said     very annoying   I had one the other day  clicked it and then it disappeared from my notifications and I couldn t tell what was said in it     ,"Domain_Specific, Emotional, Location","annoy, area, factor",0.076923077,Negative,0,0,1,1,,0,1,0,0
72,30/10/2020 8:12,1520427663,NHS COVID-19,gb,,Sandy Saunders,4,NHS track & trace,This app worked fine until yesterday. I had to reset my phone (iPhone XR) and now it just says “unfortunately you cannot run this app”. There is no helpful advice on how to overcome the problem.,  NHS track & trace This app worked fine until yesterday. I had to reset my phone (iPhone XR) and now it just says “unfortunately you cannot run this app”. There is no helpful advice on how to overcome the problem.  ,en,  NHS track   trace This app worked fine until yesterday  I had to reset my phone  iPhone XR  and now it just says  unfortunately you cannot run this app   There is no helpful advice on how to overcome the problem   ,"Domain_Specific, Privacy","track, run",0.105263158,Negative,0,0,1,0,,0,0,1,0
73,30/10/2020 7:28,1520427663,NHS COVID-19,gb,,bubbly1064,3,Incorrect area warning,"The app only works on the first part of your post code and so tells me I am in the wrong tier. I know I am in a medium tier currently according to gov.co but it tells me I am high, could cause confusion. Can this be adjusted ?","  Incorrect area warning The app only works on the first part of your post code and so tells me I am in the wrong tier. I know I am in a medium tier currently according to gov.co but it tells me I am high, could cause confusion. Can this be adjusted ?  ",en,  Incorrect area warning The app only works on the first part of your post code and so tells me I am in the wrong tier  I know I am in a medium tier currently according to gov co but it tells me I am high  could cause confusion  Can this be adjusted    ,"Emotional, Location","confus, area",0.076923077,Negative,0,0,0,1,,0,1,0,0
77,30/10/2020 0:35,1520427663,NHS COVID-19,gb,,JojoPea,2,“Ghost” notifications still needlessly happening,"Have had needless “ghost” notifications still despite the apparent app update to eliminate this. Tap on the notification and it takes me nowhere helpful. Apart from scanning in codes at a couple of places, this app has been nigh on useless serving only to unnecessarily raise anxiety levels with false and disappearing notifications but not actually help anyone.","  “Ghost” notifications still needlessly happening Have had needless “ghost” notifications still despite the apparent app update to eliminate this. Tap on the notification and it takes me nowhere helpful. Apart from scanning in codes at a couple of places, this app has been nigh on useless serving only to unnecessarily raise anxiety levels with false and disappearing notifications but not actually help anyone.  ",en,   Ghost  notifications still needlessly happening Have had needless  ghost  notifications still despite the apparent app update to eliminate this  Tap on the notification and it takes me nowhere helpful  Apart from scanning in codes at a couple of places  this app has been nigh on useless serving only to unnecessarily raise anxiety levels with false and disappearing notifications but not actually help anyone   ,"Domain_Specific, Emotional","anxieti, level",0.051282051,Negative,0,0,1,1,,0,0,0,0
82,29/10/2020 20:51,1520427663,NHS COVID-19,gb,,JezPage,3,Useless notifications,Why does this app show notifications but not show the full text when selecting it? How am I supposed to know if something important needs to be read?,  Useless notifications Why does this app show notifications but not show the full text when selecting it? How am I supposed to know if something important needs to be read?  ,en,  Useless notifications Why does this app show notifications but not show the full text when selecting it  How am I supposed to know if something important needs to be read   ,Domain_Specific,import,0.058823529,Positive,0,0,1,0,,0,0,0,0
84,29/10/2020 20:41,1520427663,NHS COVID-19,gb,,Am007,1,Broken on latest release,"I have notifications off whilst at home to reduce the battery usage. 
Latest update now takes you in a loop between app and settings.  App says go to settings. Setting takes back to app which fails as something else is using EN. 

Eventually fixed by add another region- select uk then add this app as default. Looks like old app listed as an active different app and blocking new version from working.","  Broken on latest release I have notifications off whilst at home to reduce the battery usage. 
Latest update now takes you in a loop between app and settings.  App says go to settings. Setting takes back to app which fails as something else is using EN. 

Eventually fixed by add another region- select uk then add this app as default. Looks like old app listed as an active different app and blocking new version from working.  ",en,  Broken on latest release I have notifications off whilst at home to reduce the battery usage   Latest update now takes you in a loop between app and settings   App says go to settings  Setting takes back to app which fails as something else is using EN    Eventually fixed by add another region  select uk then add this app as default  Looks like old app listed as an active different app and blocking new version from working   ,"Domain_Specific, Location","region, uk, reduc",0.06,Negative,0,0,1,0,,0,1,0,0
85,29/10/2020 20:35,1520427663,NHS COVID-19,gb,,Misspelt Youth,2,Random Alerts,On two occasions I have received alerts fleeing me of a potential infection risk and the immediately another which said there was no alert.  They disappeared from iPhone notifications but I  further information was available through the app.  Leaves you feeling what is going on and lack of trust.,  Random Alerts On two occasions I have received alerts fleeing me of a potential infection risk and the immediately another which said there was no alert.  They disappeared from iPhone notifications but I  further information was available through the app.  Leaves you feeling what is going on and lack of trust.  ,en,  Random Alerts On two occasions I have received alerts fleeing me of a potential infection risk and the immediately another which said there was no alert   They disappeared from iPhone notifications but I  further information was available through the app   Leaves you feeling what is going on and lack of trust   ,"Domain_Specific, Privacy","trust, receiv",0.08,Positive,0,0,1,0,,0,0,1,0
87,29/10/2020 18:31,1520427663,NHS COVID-19,gb,,Football novice,3,"Random Popups , Risk level issue","The app today presented a notification that the risk level has changed - it hasn’t - Cotswold was medium before today and continues to be medium !!

I also suffered the random pop up issue which I hope is cured. 

Check in works ok, but we HAVE TO TRUST THIS APP - Bugs &amp; false alerts are not acceptable !!!!","  Random Popups , Risk level issue The app today presented a notification that the risk level has changed - it hasn’t - Cotswold was medium before today and continues to be medium !!

I also suffered the random pop up issue which I hope is cured. 

Check in works ok, but we HAVE TO TRUST THIS APP - Bugs &amp; false alerts are not acceptable !!!!  ",en,  Random Popups   Risk level issue The app today presented a notification that the risk level has changed   it hasn t   Cotswold was medium before today and continues to be medium     I also suffered the random pop up issue which I hope is cured    Check in works ok  but we HAVE TO TRUST THIS APP   Bugs  amp  false alerts are not acceptable       ,"Domain_Specific, Privacy","trust, level, present",0.085714286,Positive,0,0,1,0,,0,0,1,0
89,29/10/2020 17:44,1520427663,NHS COVID-19,gb,,mystxryx,1,doesn’t work,"ngl it’s useless, my friend got a notification saying “you have been in contact with someone with covid” and she clicked on that notification and it gave her no information about where it was or what she should now do. only have her the default home screen :/ also i wish there was a way to look at what levels different areas in the uk are at","  doesn’t work ngl it’s useless, my friend got a notification saying “you have been in contact with someone with covid” and she clicked on that notification and it gave her no information about where it was or what she should now do. only have her the default home screen :/ also i wish there was a way to look at what levels different areas in the uk are at  ",en,  doesn t work ngl it s useless  my friend got a notification saying  you have been in contact with someone with covid  and she clicked on that notification and it gave her no information about where it was or what she should now do  only have her the default home screen    also i wish there was a way to look at what levels different areas in the uk are at  ,"Domain_Specific, Location","area, uk, level",0.115384615,Positive,0,0,1,0,,0,1,0,0
92,29/10/2020 17:27,1520427663,NHS COVID-19,gb,,b9846256,4,Sometimes could do with more information,"It would be useful if the app used the location rather than a postcode to calculate the risk.  

An option to be able to detect all notifications in the app would also be useful.  At least it would help to know if a message is valid.

Receiving the “Possible COVID-19 exposure” message this morning without any follow up message isn’t helpful.  There is no way to validate the risk from the app.  The fact that it may be a test message rather than an actual exposure makes the stress worse.","  Sometimes could do with more information It would be useful if the app used the location rather than a postcode to calculate the risk.  

An option to be able to detect all notifications in the app would also be useful.  At least it would help to know if a message is valid.

Receiving the “Possible COVID-19 exposure” message this morning without any follow up message isn’t helpful.  There is no way to validate the risk from the app.  The fact that it may be a test message rather than an actual exposure makes the stress worse.  ",en,  Sometimes could do with more information It would be useful if the app used the location rather than a postcode to calculate the risk     An option to be able to detect all notifications in the app would also be useful   At least it would help to know if a message is valid   Receiving the  Possible COVID    exposure  message this morning without any follow up message isn t helpful   There is no way to validate the risk from the app   The fact that it may be a test message rather than an actual exposure makes the stress worse   ,"Domain_Specific, Emotional, Privacy","stress, locat, locat, receiv, follow",0.098039216,Positive,0,0,1,1,,0,0,1,0
