,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
56,8/13/20 20:38,nz.govt.health.covidtracer,NZ COVID Tracer,en,Peekukthefrog,5,"Works fine, no issues, creating an account is easy took a minute to set up. Most National supporters will have issues with it as its their way of trying to blame the Labour government.",  Works fine  no issues  creating an account is easy took a minute to set up. Most National supporters will have issues with it as its their way of trying to blame the Labour government. ,en,  Works fine  no issues  creating an account is easy took a minute to set up  Most National supporters will have issues with it as its their way of trying to blame the Labour government  ,Domain_Specific,account,0.058823529,Positive,0,0,1,0,0,0,0,0,0
58,8/13/20 20:26,nz.govt.health.covidtracer,NZ COVID Tracer,en,Justin Matthews,4,Very easy to use however would be nice if there was an edit option available especially for manual entries. At least then you could add more detail if required or correct a mistake with the location or the date/time.,  Very easy to use however would be nice if there was an edit option available especially for manual entries. At least then you could add more detail if required or correct a mistake with the location or the date/time. ,en,  Very easy to use however would be nice if there was an edit option available especially for manual entries  At least then you could add more detail if required or correct a mistake with the location or the date time  ,"Domain_Specific, Privacy","locat, locat",0.090909091,Positive,0,0,1,0,0,0,0,1,0
62,8/13/20 20:09,nz.govt.health.covidtracer,NZ COVID Tracer,en,Maria C,1,YOU NEED TO MAKE IT SO WE CAN EXIT THE APP TO GET THE CODE FROM THE EMAIL AND THEN GO BACK INTO THE APP TO ENTER THAT CODE!!! WE CAN'T LOGIN OTHERWISE SO IT IS COMPLETELY USELESS!!!,  YOU NEED TO MAKE IT SO WE CAN EXIT THE APP TO GET THE CODE FROM THE EMAIL AND THEN GO BACK INTO THE APP TO ENTER THAT CODE!!! WE CAN'T LOGIN OTHERWISE SO IT IS COMPLETELY USELESS!!! ,en,  YOU NEED TO MAKE IT SO WE CAN EXIT THE APP TO GET THE CODE FROM THE EMAIL AND THEN GO BACK INTO THE APP TO ENTER THAT CODE    WE CAN T LOGIN OTHERWISE SO IT IS COMPLETELY USELESS    ,Domain_Specific,enter,0.0625,Negative,0,0,1,0,0,0,0,0,0
64,8/13/20 20:06,nz.govt.health.covidtracer,NZ COVID Tracer,en,Rob Pendreigh,2,Cannot use the photo record function on the app when font setting is set to large on the phone have to record all visits manually,  Cannot use the photo record function on the app when font setting is set to large on the phone have to record all visits manually ,en,  Cannot use the photo record function on the app when font setting is set to large on the phone have to record all visits manually ,Domain_Specific,record,0.076923077,Neutral,0,0,1,0,0,0,0,0,0
67,8/13/20 19:55,nz.govt.health.covidtracer,NZ COVID Tracer,en,Carl Redshaw,1,"My impressions of this app is Govt has been too worried about bureaucracy instead of developing and using the technology available .Business now are mandatorily expected to display a QR code. If your business is required to contact register your customer , this App does not support your business only your customers ability to keep a personal journal. You will need another digital register to record your customers details. We are using covidregister.nz (Napier firm) you can check in n check out",  My impressions of this app is Govt has been too worried about bureaucracy instead of developing and using the technology available .Business now are mandatorily expected to display a QR code. If your business is required to contact register your customer   this App does not support your business only your customers ability to keep a personal journal. You will need another digital register to record your customers details. We are using covidregister.nz (Napier firm) you can check in n check out ,en,  My impressions of this app is Govt has been too worried about bureaucracy instead of developing and using the technology available  Business now are mandatorily expected to display a QR code  If your business is required to contact register your customer   this App does not support your business only your customers ability to keep a personal journal  You will need another digital register to record your customers details  We are using covidregister nz  Napier firm  you can check in n check out ,"Domain_Specific, Emotional","worri, custom, record, display",0.086956522,Negative,0,0,1,1,0,0,0,0,0
68,8/13/20 19:52,nz.govt.health.covidtracer,NZ COVID Tracer,en,Sharon Edge,1,Bloody hopeless app. I typed in the code emailed to me so i could activate the set up and it bounced back with a message that I had the wrong code. I rechecked my email........no it was the right number so i tried again. Still no luck.🙄😡. Back to old school pen and paper for me its a lot more reliable. Will carry a small note book and pen around.,  Bloody hopeless app. I typed in the code emailed to me so i could activate the set up and it bounced back with a message that I had the wrong code. I rechecked my email........no it was the right number so i tried again. Still no luck.🙄😡. Back to old school pen and paper for me its a lot more reliable. Will carry a small note book and pen around. ,en,  Bloody hopeless app  I typed in the code emailed to me so i could activate the set up and it bounced back with a message that I had the wrong code  I rechecked my email        no it was the right number so i tried again  Still no luck     Back to old school pen and paper for me its a lot more reliable  Will carry a small note book and pen around  ,"Age, Domain_Specific","school, paper",0.058823529,Negative,1,0,1,0,0,0,0,0,0
70,8/13/20 19:29,nz.govt.health.covidtracer,NZ COVID Tracer,en,Jym Clark,1,The forgot password function is not sending a reset code to my email. Tried across two separate days. Nothing in the spam folder. Will set up a new account.,  The forgot password function is not sending a reset code to my email. Tried across two separate days. Nothing in the spam folder. Will set up a new account. ,en,  The forgot password function is not sending a reset code to my email  Tried across two separate days  Nothing in the spam folder  Will set up a new account  ,Domain_Specific,"folder, separ, account",0.166666667,Positive,0,0,1,0,0,0,0,0,0
79,8/13/20 10:47,nz.govt.health.covidtracer,NZ COVID Tracer,en,John Main,1,Easier to open a bank account,  Easier to open a bank account ,en,  Easier to open a bank account ,"Domain_Specific, Privacy","bank account, account",0.75,Positive,0,0,1,0,0,0,0,1,0
82,8/13/20 10:08,nz.govt.health.covidtracer,NZ COVID Tracer,en,Charlotte Hills,1,Sent code to activate account and twice the codes don't work... can't say I didn't try....,  Sent code to activate account and twice the codes don't work... can't say I didn't try.... ,en,  Sent code to activate account and twice the codes don t work    can t say I didn t try     ,Domain_Specific,account,0.111111111,Neutral,0,0,1,0,0,0,0,0,0
87,8/13/20 9:16,nz.govt.health.covidtracer,NZ COVID Tracer,en,Sue dunsbee,1,7 verifications numbers recieved and I'm still being told to enter a valid number so can't even use the app,  7 verifications numbers recieved and I'm still being told to enter a valid number so can't even use the app ,en,    verifications numbers recieved and I m still being told to enter a valid number so can t even use the app ,Domain_Specific,enter,0.090909091,Positive,0,0,1,0,0,0,0,0,0
92,8/13/20 8:47,nz.govt.health.covidtracer,NZ COVID Tracer,en,Aidan Obrien,1,It doesn't work try to restore password and keeps saying error not really good,  It doesn't work try to restore password and keeps saying error not really good ,en,  It doesn t work try to restore password and keeps saying error not really good ,Domain_Specific,restor,0.111111111,Negative,0,0,1,0,0,0,0,0,0
93,8/13/20 8:46,nz.govt.health.covidtracer,NZ COVID Tracer,en,selina spooner,1,Won't let me create an account,  Won't let me create an account ,en,  Won t let me create an account ,Domain_Specific,account,0.333333333,Positive,0,0,1,0,0,0,0,0,0
97,8/13/20 8:32,nz.govt.health.covidtracer,NZ COVID Tracer,en,ZiwaRuan brink,1,Total waste of only have to create another email account just to get the app. Due to having a joint email account. Should have known there are people with joint accounts. Sort this out then it would work.,  Total waste of only have to create another email account just to get the app. Due to having a joint email account. Should have known there are people with joint accounts. Sort this out then it would work. ,en,  Total waste of only have to create another email account just to get the app  Due to having a joint email account  Should have known there are people with joint accounts  Sort this out then it would work  ,Domain_Specific,account,0.05,Negative,0,0,1,0,0,0,0,0,0
101,8/13/20 8:06,nz.govt.health.covidtracer,NZ COVID Tracer,en,Brenda Allen-Baines,1,"Signed up. Forgot my password. Email correct. Asked for code to be sent to email to allow for password reset, but no email ever received. Check spam but none in there. So cant use covid tracer & cant sign up again as says email already in use!!!!",  Signed up. Forgot my password. Email correct. Asked for code to be sent to email to allow for password reset  but no email ever received. Check spam but none in there. So cant use covid tracer & cant sign up again as says email already in use!!!! ,en,  Signed up  Forgot my password  Email correct  Asked for code to be sent to email to allow for password reset  but no email ever received  Check spam but none in there  So cant use covid tracer   cant sign up again as says email already in use     ,Domain_Specific,"tracer, receiv",0.071428571,Negative,0,0,1,0,0,0,0,0,0
102,8/13/20 8:03,nz.govt.health.covidtracer,NZ COVID Tracer,en,smith ann,1,Tried scan today at the supermarket but didnt work. Staff at door said others had the same problem very frustrating when trying to do the right thing!,  Tried scan today at the supermarket but didnt work. Staff at door said others had the same problem very frustrating when trying to do the right thing! ,en,  Tried scan today at the supermarket but didnt work  Staff at door said others had the same problem very frustrating when trying to do the right thing  ,"Domain_Specific, Emotional","frustrat, staff",0.133333333,Negative,0,0,1,1,0,0,0,0,0
103,8/13/20 8:02,nz.govt.health.covidtracer,NZ COVID Tracer,en,adele milner,1,"Can't sign up, because it keeps sending verification codes which void the previous code as I'm entering it: useless.",  Can't sign up  because it keeps sending verification codes which void the previous code as I'm entering it: useless. ,en,  Can t sign up  because it keeps sending verification codes which void the previous code as I m entering it  useless  ,Domain_Specific,enter,0.090909091,Negative,0,0,1,0,0,0,0,0,0
107,8/13/20 7:28,nz.govt.health.covidtracer,NZ COVID Tracer,en,Shannan Nuku,1,It keeps saying enter code but i enter it and keeps saying invalid code same thing keeps happening when i get new code,  It keeps saying enter code but i enter it and keeps saying invalid code same thing keeps happening when i get new code ,en,  It keeps saying enter code but i enter it and keeps saying invalid code same thing keeps happening when i get new code ,Domain_Specific,enter,0.066666667,Neutral,0,0,1,0,0,0,0,0,0
109,8/13/20 7:23,nz.govt.health.covidtracer,NZ COVID Tracer,en,Benny Phillips,1,"Absolutely frustrating.I can't log in..This is the second time I've tried uninstalling and then installing again,but no luck.If the government strongly recommend we use this app then something needs to change so we can get past the log in..",  Absolutely frustrating.I can't log in..This is the second time I've tried uninstalling and then installing again but no luck.If the government strongly recommend we use this app then something needs to change so we can get past the log in.. ,en,  Absolutely frustrating I can t log in  This is the second time I ve tried uninstalling and then installing again but no luck If the government strongly recommend we use this app then something needs to change so we can get past the log in   ,Emotional,frustrat,0.05,Positive,0,0,0,1,0,0,0,0,0
121,8/13/20 6:55,nz.govt.health.covidtracer,NZ COVID Tracer,en,Eliza Tamihana,1,"Couldn't get pass the enter the 6 digit code, in one attempt I got 6, 6 digit codes now I have been kicked out trying too many times. Can't be bothered now",  Couldn't get pass the enter the 6 digit code  in one attempt I got 6  6 digit codes now I have been kicked out trying too many times. Can't be bothered now ,en,  Couldn t get pass the enter the   digit code  in one attempt I got      digit codes now I have been kicked out trying too many times  Can t be bothered now ,Domain_Specific,enter,0.066666667,Negative,0,0,1,0,0,0,0,0,0
122,8/13/20 6:53,nz.govt.health.covidtracer,NZ COVID Tracer,en,Doug Lambert,1,I have tried to download this App using my Yahoo account. It says the app is loaded and yet it comes up registered on my gmail account I never use. I want it on my Yahoo account. How would I know my presence has been recorded at a specific site when I showed my phone? It has been a failure.,  I have tried to download this App using my Yahoo account. It says the app is loaded and yet it comes up registered on my gmail account I never use. I want it on my Yahoo account. How would I know my presence has been recorded at a specific site when I showed my phone? It has been a failure. ,en,  I have tried to download this App using my Yahoo account  It says the app is loaded and yet it comes up registered on my gmail account I never use  I want it on my Yahoo account  How would I know my presence has been recorded at a specific site when I showed my phone  It has been a failure  ,Domain_Specific,"record, account",0.071428571,Negative,0,0,1,0,0,0,0,0,0
123,8/13/20 6:49,nz.govt.health.covidtracer,NZ COVID Tracer,en,Sophia Tunnicliffe,2,"2nd time install. Still not impressed with a 10 digit/character/capital ...PWD. OTT compared to bank online PWD requirements. Improved with manual diary entry now but when click into the details screen and type in content, you lose the enter button. If back arrow out you lose 'enter'. Can only get 'enter' button back if click back into and out of time field to get 'enter' button after detail. Its a terrible app design for Government level and clunky. No wonder people are continually frustrated!",  2nd time install. Still not impressed with a 10 digit/character/capital ...PWD. OTT compared to bank online PWD requirements. Improved with manual diary entry now but when click into the details screen and type in content  you lose the enter button. If back arrow out you lose 'enter'. Can only get 'enter' button back if click back into and out of time field to get 'enter' button after detail. Its a terrible app design for Government level and clunky. No wonder people are continually frustrated! ,en,   nd time install  Still not impressed with a    digit character capital    PWD  OTT compared to bank online PWD requirements  Improved with manual diary entry now but when click into the details screen and type in content  you lose the enter button  If back arrow out you lose  enter   Can only get  enter  button back if click back into and out of time field to get  enter  button after detail  Its a terrible app design for Government level and clunky  No wonder people are continually frustrated  ,"Domain_Specific, Emotional","frustrat, enter, button, level",0.074074074,Negative,0,0,1,1,0,0,0,0,0
127,8/13/20 6:41,nz.govt.health.covidtracer,NZ COVID Tracer,en,Jay H,5,Easy to use now with good improvements since its launch. This app should be the only tracer businesses use nationwide. I don't know why other businesses were displaying QR codes from other apps.,  Easy to use now with good improvements since its launch. This app should be the only tracer businesses use nationwide. I don't know why other businesses were displaying QR codes from other apps. ,en,  Easy to use now with good improvements since its launch  This app should be the only tracer businesses use nationwide  I don t know why other businesses were displaying QR codes from other apps  ,Domain_Specific,"tracer, display",0.105263158,Positive,0,0,1,0,0,0,0,0,0
129,8/13/20 6:36,nz.govt.health.covidtracer,NZ COVID Tracer,en,Frank Murphy,1,This app is not user friendly so as installation requires computer use will not be using it,  This app is not user friendly so as installation requires computer use will not be using it ,en,  This app is not user friendly so as installation requires computer use will not be using it ,Domain_Specific,comput,0.125,Negative,0,0,1,0,0,0,0,0,0
130,8/13/20 6:35,nz.govt.health.covidtracer,NZ COVID Tracer,en,Simon Skirrow,1,Tried to change password. No. Tried setup with alternative email NO. Complete junk. SPEND THE MONEY on Mental Health support where it's most needed,  Tried to change password. No. Tried setup with alternative email NO. Complete junk. SPEND THE MONEY on Mental Health support where it's most needed ,en,  Tried to change password  No  Tried setup with alternative email NO  Complete junk  SPEND THE MONEY on Mental Health support where it s most needed ,Emotional,mental,0.066666667,Negative,0,0,0,1,0,0,0,0,0
133,8/13/20 6:17,nz.govt.health.covidtracer,NZ COVID Tracer,en,Chris Smith,1,Have tried downloading this twice cant get past log in page keeps asking me to enter authentication code cant even find it absolutely rubbish so frustrating,  Have tried downloading this twice cant get past log in page keeps asking me to enter authentication code cant even find it absolutely rubbish so frustrating ,en,  Have tried downloading this twice cant get past log in page keeps asking me to enter authentication code cant even find it absolutely rubbish so frustrating ,"Domain_Specific, Emotional","frustrat, enter",0.105263158,Negative,0,0,1,1,0,0,0,0,0
135,8/13/20 6:07,nz.govt.health.covidtracer,NZ COVID Tracer,en,Sharon Dolden,1,"App sucks, im trying to get tracker code, so far iv had about 7 codes none if them work",  App sucks  im trying to get tracker code  so far iv had about 7 codes none if them work ,en,  App sucks  im trying to get tracker code  so far iv had about   codes none if them work ,Domain_Specific,tracker,0.083333333,Negative,0,0,1,0,0,0,0,0,0
137,8/13/20 5:51,nz.govt.health.covidtracer,NZ COVID Tracer,en,Danielle Murray,1,I have tried 30 times over a 24 hour period to verify my email address so i can use the app but i dont recive the code when it sayes sent. And you cant access the app without it. I have cheaked my spam folder aswell,  I have tried 30 times over a 24 hour period to verify my email address so i can use the app but i dont recive the code when it sayes sent. And you cant access the app without it. I have cheaked my spam folder aswell ,en,  I have tried    times over a    hour period to verify my email address so i can use the app but i do not recive the code when it sayes sent  And you cant access the app without it  I have cheaked my spam folder aswell ,Domain_Specific,"folder, address",0.095238095,Negative,0,0,1,0,0,0,0,0,0
138,8/13/20 5:48,nz.govt.health.covidtracer,NZ COVID Tracer,en,Bonnie Rogan,1,"Have not been able to use this app successfully once, an app with such importance needs to work",  Have not been able to use this app successfully once  an app with such importance needs to work ,en,  Have not been able to use this app successfully once  an app with such importance needs to work ,Domain_Specific,import,0.111111111,Positive,0,0,1,0,0,0,0,0,0
141,8/13/20 5:37,nz.govt.health.covidtracer,NZ COVID Tracer,en,Jurgen Verharen,1,"Can't update my details or address, just gives a black screen. Sorry, for not having the latest and greatest mobile!",  Can't update my details or address  just gives a black screen. Sorry  for not having the latest and greatest mobile! ,en,  Can t update my details or address  just gives a black screen  Sorry  for not having the latest and greatest mobile  ,Domain_Specific,address,0.1,Positive,0,0,1,0,0,0,0,0,0
146,8/13/20 5:17,nz.govt.health.covidtracer,NZ COVID Tracer,en,Valerie Fernandes,1,"This app does not accept the code that it generates. Constantly displays a message- an error has occurred, and logs me out.",  This app does not accept the code that it generates. Constantly displays a message- an error has occurred  and logs me out. ,en,  This app does not accept the code that it generates  Constantly displays a message  an error has occurred  and logs me out  ,Domain_Specific,display,0.090909091,Negative,0,0,1,0,0,0,0,0,0
147,8/13/20 5:03,nz.govt.health.covidtracer,NZ COVID Tracer,en,Hamish Ashton,2,Why wont it work on Android 5 phones. Lots must have older phones,  Why wont it work on Android 5 phones. Lots must have older phones ,en,  Why will not it work on Android   phones  Lots must have older phones ,Age,older,0.125,Neutral,1,0,0,0,0,0,0,0,0
148,8/13/20 5:01,nz.govt.health.covidtracer,NZ COVID Tracer,en,Charm Strickland,1,Phone crashes when I try to log in (Meizu 5s). I would like to make contract tracers' jobs easier. Please make this more widely accessible.,  Phone crashes when I try to log in (Meizu 5s). I would like to make contract tracers' jobs easier. Please make this more widely accessible. ,en,  Phone crashes when I try to log in  Meizu  s   I would like to make contract tracers  jobs easier  Please make this more widely accessible  ,Domain_Specific,tracer,0.0625,Positive,0,0,1,0,0,0,0,0,0
150,8/13/20 4:47,nz.govt.health.covidtracer,NZ COVID Tracer,en,Chris Jackson,1,Rubbish. Hangs at registration page with unable to update details. Am unable to continue as it locks email address without a login. I now have two locked emails and no login.,  Rubbish. Hangs at registration page with unable to update details. Am unable to continue as it locks email address without a login. I now have two locked emails and no login. ,en,  Rubbish  Hangs at registration page with unable to update details  Am unable to continue as it locks email address without a login  I now have two locked emails and no login  ,Domain_Specific,address,0.055555556,Negative,0,0,1,0,0,0,0,0,0
151,8/13/20 4:44,nz.govt.health.covidtracer,NZ COVID Tracer,en,Stone Tech,1,"Very difficult to get up and running, you need to make this app more user friendly. I give up, and deleting.",  Very difficult to get up and running  you need to make this app more user friendly. I give up  and deleting. ,en,  Very difficult to get up and running  you need to make this app more user friendly  I give up  and deleting  ,Domain_Specific,run,0.090909091,Positive,0,0,1,0,0,0,0,0,0
156,8/13/20 4:10,nz.govt.health.covidtracer,NZ COVID Tracer,en,Chelsea Dickson,1,"Unable to set up app account on some phones, would need a second device. The security code to input is sent to your email and if you need to minimise the app to open your email, you're automatically logged out and have to sign in again, getting sent a new code. Leaving a short time lag on the expiration of the original security code would be helpful. Cheers!",  Unable to set up app account on some phones  would need a second device. The security code to input is sent to your email and if you need to minimise the app to open your email  you're automatically logged out and have to sign in again  getting sent a new code. Leaving a short time lag on the expiration of the original security code would be helpful. Cheers! ,en,  Unable to set up app account on some phones  would need a second device  The security code to input is sent to your email and if you need to minimise the app to open your email  you re automatically logged out and have to sign in again  getting sent a new code  Leaving a short time lag on the expiration of the original security code would be helpful  Cheers  ,"Domain_Specific, Privacy","secur, secur, account",0.081081081,Positive,0,0,1,0,0,0,0,1,0
161,8/13/20 3:42,nz.govt.health.covidtracer,NZ COVID Tracer,en,Sue McKinnon,2,"No wonder people don't download the app. It's taken me the best part of an hour, talk about complicated and I'm computer savvy It better be easier to use than it was to install",  No wonder people don't download the app. It's taken me the best part of an hour  talk about complicated and I'm computer savvy It better be easier to use than it was to install ,en,  No wonder people don t download the app  It s taken me the best part of an hour  talk about complicated and I m computer savvy It better be easier to use than it was to install ,Domain_Specific,comput,0.0625,Positive,0,0,1,0,0,0,0,0,0
162,8/13/20 3:42,nz.govt.health.covidtracer,NZ COVID Tracer,en,Hartmut Otting,2,"If you want to get people using the app then don't require them to constantly sign in. I've done this today 5 or 6 times and are now sick of it. So, tomorrow I will not use it again....",  If you want to get people using the app then don't require them to constantly sign in. I've done this today 5 or 6 times and are now sick of it. So  tomorrow I will not use it again.... ,en,  If you want to get people using the app then don t require them to constantly sign in  I ve done this today   or   times and are now sick of it  So  tomorrow I will not use it again     ,Emotional,sick,0.071428571,Negative,0,0,0,1,0,0,0,0,0
167,8/13/20 3:08,nz.govt.health.covidtracer,NZ COVID Tracer,en,You Me,1,"After installing, I was asked to enter a 6 digit code sent to my email. After retrieving the code , I then entered it , only to receive an onscreen message asking me to enter a valid code. I repeated the process about 6 times and gave up. Uninstalled the app.",  After installing  I was asked to enter a 6 digit code sent to my email. After retrieving the code   I then entered it   only to receive an onscreen message asking me to enter a valid code. I repeated the process about 6 times and gave up. Uninstalled the app. ,en,  After installing  I was asked to enter a   digit code sent to my email  After retrieving the code   I then entered it   only to receive an onscreen message asking me to enter a valid code  I repeated the process about   times and gave up  Uninstalled the app  ,Domain_Specific,"enter, receiv",0.083333333,Neutral,0,0,1,0,0,0,0,0,0
174,8/13/20 2:39,nz.govt.health.covidtracer,NZ COVID Tracer,en,Geoff Powell,1,"This is a difficult app. Yesterday, I had to get 5 codes to get my password installed as I was continually being rejected. Then, and now, I cannot get the scan to work. I have tried 3 times to speak to someone on the help desk, but no answer. My only real option is to delete the app and hope I can install a fresh one using the same email address.",  This is a difficult app. Yesterday  I had to get 5 codes to get my password installed as I was continually being rejected. Then  and now  I cannot get the scan to work. I have tried 3 times to speak to someone on the help desk  but no answer. My only real option is to delete the app and hope I can install a fresh one using the same email address. ,en,  This is a difficult app  Yesterday  I had to get   codes to get my password installed as I was continually being rejected  Then  and now  I cannot get the scan to work  I have tried   times to speak to someone on the help desk  but no answer  My only real option is to delete the app and hope I can install a fresh one using the same email address  ,Domain_Specific,"answer, address",0.0625,Positive,0,0,1,0,0,0,0,0,0
176,8/13/20 2:27,nz.govt.health.covidtracer,NZ COVID Tracer,en,Mona Tay,5,Great. Easy to use. I added the places that I had visited last week in Rotorua to see if they were affected areas. The result came OK.,  Great. Easy to use. I added the places that I had visited last week in Rotorua to see if they were affected areas. The result came OK. ,en,  Great  Easy to use  I added the places that I had visited last week in Rotorua to see if they were affected areas  The result came OK  ,Location,area,0.066666667,Positive,0,0,0,0,0,0,1,0,0
181,8/13/20 2:15,nz.govt.health.covidtracer,NZ COVID Tracer,en,Toni Delich,3,"I've got app and have been sent 3 different code numbers to input. Comes up ""error creating account""","  I've got app and have been sent 3 different code numbers to input. Comes up ""error creating account"" ",en,  I ve got app and have been sent   different code numbers to input  Comes up  error creating account  ,Domain_Specific,account,0.090909091,Negative,0,0,1,0,0,0,0,0,0
183,8/13/20 2:03,nz.govt.health.covidtracer,NZ COVID Tracer,en,Tula apted,5,Less than 10mins is all it took from downloading to creating an account. Easy process.,  Less than 10mins is all it took from downloading to creating an account. Easy process. ,en,  Less than   mins is all it took from downloading to creating an account  Easy process  ,Domain_Specific,account,0.125,Positive,0,0,1,0,0,0,0,0,0
