,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
37,26/08/2020 23:57,my.gov.onegovappstore.mytrace,MyTrace,ms,Nor Shafika,5,terbaik bosku, my best boss ,id, my best boss ,Domain_Specific,boss,0.5,Positive,0,,1,0,0,0,0,0,0
41,22/08/2020 14:38,my.gov.onegovappstore.mytrace,MyTrace,ms,Othman Said,4,Apa2 melibatkan urusan kerajaan malaysia masih d tahap bagus.., Anything involving the affairs of the Malaysian government is still at a good level .. ,id, Anything involving the affairs of the Malaysian government is still at a good level    ,Domain_Specific,level,0.125,Positive,0,,1,0,0,0,0,0,0
42,22/08/2020 7:33,my.gov.onegovappstore.mytrace,MyTrace,ms,K.Thayalan Boy,5,Free bonus,   Free bonus  ,en,   Free bonus  ,Socio_economic_Status,free,0.5,Positive,0,,0,0,0,0,0,0,1
57,9/8/20 4:50,my.gov.onegovappstore.mytrace,MyTrace,en,Nur Syahiba Haseena,3,"This is a good approach to secure people from get contact with the confirmed/PUI cases. But since this app required manual switching for ON/OFF the bluetooth, dont you guys think that the Positive/PUI cases may not cooperate to turn on the bluetooth? I dont find this app 100% practical unless you use GPS/internet thing (which people usually activate this features) instead of bluetooth.","   This is a good approach to secure people from get contact with the confirmed/PUI cases. But since this app required manual switching for ON/OFF the bluetooth, dont you guys think that the Positive/PUI cases may not cooperate to turn on the bluetooth? I dont find this app 100% practical unless you use GPS/internet thing (which people usually activate this features) instead of bluetooth.  ",en,   This is a good approach to secure people from get contact with the confirmed PUI cases  But since this app required manual switching for ON OFF the bluetooth  do not you guys think that the Positive PUI cases may not cooperate to turn on the bluetooth  I do not find this app      practical unless you use GPS internet thing  which people usually activate this features  instead of bluetooth   ,"Domain_Specific, Privacy","secur, secur, gps, cooper, cooper",0.131578947,Positive,0,,1,0,0,0,0,1,0
74,28/07/2020 4:55,my.gov.onegovappstore.mytrace,MyTrace,en,syahir wahab,1,Hi.. i not received OTP code..,   Hi.. i not received OTP code..  ,en,   Hi   i not received OTP code    ,Domain_Specific,receiv,0.25,Neutral,0,,1,0,0,0,0,0,0
80,20/07/2020 10:02,my.gov.onegovappstore.mytrace,MyTrace,en,Nabilah Ashikin Ayuf,3,I never received my OTP no matter what format of phone number did i tried,   I never received my OTP no matter what format of phone number did i tried  ,en,   I never received my OTP no matter what format of phone number did i tried  ,Domain_Specific,receiv,0.125,Positive,0,,1,0,0,0,0,0,0
83,16/07/2020 5:40,my.gov.onegovappstore.mytrace,MyTrace,en,Alex Choong,1,"Request code for registration, but never receive sms code. 🙄","   Request code for registration, but never receive sms code. 🙄  ",en,   Request code for registration  but never receive sms code     ,Domain_Specific,receiv,0.142857143,Neutral,0,,1,0,0,0,0,0,0
85,13/07/2020 13:13,my.gov.onegovappstore.mytrace,MyTrace,ms,Khairi Ismail,5,Jadi kan Aplikasi ini semakin meningkat dan berkembang di Malaysia. Jadikan ia terus utuh dan kukuh lagi dari gangguan, So this application is growing and growing in Malaysia. Keep it intact and firm from interference ,id, So this application is growing and growing in Malaysia  Keep it intact and firm from interference ,"Domain_Specific, Location","malaysia, applic",0.25,Positive,0,,1,0,0,0,1,0,0
96,29/06/2020 11:16,my.gov.onegovappstore.mytrace,MyTrace,en,Taz,1,Google and Apple have integrated Covid-19 into their OS. Why not use that instead of this battery consuming application?,   Google and Apple have integrated Covid-19 into their OS. Why not use that instead of this battery consuming application?  ,en,   Google and Apple have integrated Covid    into their OS  Why not use that instead of this battery consuming application   ,Domain_Specific,applic,0.090909091,Neutral,0,,1,0,0,0,0,0,0
101,25/06/2020 2:28,my.gov.onegovappstore.mytrace,MyTrace,en,Disnei mabong,2,i try to trust this app inpect,   i try to trust this app inpect  ,en,   i try to trust this app inpect  ,Privacy,trust,0.25,Positive,0,,0,0,0,0,0,1,0
112,13/06/2020 16:58,my.gov.onegovappstore.mytrace,MyTrace,ms,cL¡ck evoLut¡oN,2,"Government of INGGERIS!! Memalukan!! Sembang melangit, suruh rakyat berbangga guna bahasa kebangsaan, tapi depa sendiri dok guna BAHASA PENJAJAH,!! Aku perhati je, semua komen depa balas guna BAHASA PENJAJAH!! Tak kira la kau bangsa apa pon, agama apa pon, kalau sesama rakyat malaysia gunalah BAHASA KEBANGSAAN!! Korang bawa nama kerajaan, sepatutnya 200% kena lebih peka bukan buat pekak!!!2 bintang je aku bagi.. 1 bintang untuk korang, 1 bintang untuk aku!! Hadamkan.."," Government of ENGLAND !! Shame !! Heavenly chat, tell the people to be proud to use the national language, but depa yourself using the COLONIAL LANGUAGE, !! I noticed, all comments are in reply using COLONIAL LANGUAGE !! It doesn't matter what race you are, what religion you are, if you are a fellow Malaysian, use the NATIONAL LANGUAGE !! You bring the name of the government, you should be 200% more sensitive not for the deaf !!! 2 stars for me to give .. 1 star for you, 1 star for me !! Digest .. ",id, Government of ENGLAND    Shame    Heavenly chat  tell the people to be proud to use the national language  but depa yourself using the COLONIAL LANGUAGE     I noticed  all comments are in reply using COLONIAL LANGUAGE    It doesn t matter what race you are  what religion you are  if you are a fellow Malaysian  use the NATIONAL LANGUAGE    You bring the name of the government  you should be      more sensitive not for the deaf       stars for me to give      star for you    star for me    Digest    ,"Domain_Specific, Language, Location","languag, religion, sensit, digest, comment",0.128205128,Positive,0,,1,0,0,1,1,0,0
119,8/6/20 10:54,my.gov.onegovappstore.mytrace,MyTrace,en,Sophia Tan,3,"Overall this app is good to alert us , if the location no need to be on. As GPS will consume more battery power of phone.","   Overall this app is good to alert us , if the location no need to be on. As GPS will consume more battery power of phone.  ",en,   Overall this app is good to alert us   if the location no need to be on  As GPS will consume more battery power of phone   ,"Domain_Specific, Privacy","locat, gps, locat",0.25,Positive,0,,1,0,0,0,0,1,0
121,8/6/20 6:20,my.gov.onegovappstore.mytrace,MyTrace,en,Musa Hj. Abdullah,1,"I can't register, didn't receive any OTP message","   I can't register, didn't receive any OTP message  ",en,   I can t register  didn t receive any OTP message  ,Domain_Specific,receiv,0.2,Neutral,0,,1,0,0,0,0,0,0
123,6/6/20 5:38,my.gov.onegovappstore.mytrace,MyTrace,en,L L,5,"After registered, only show the Bluetooth off and location on, so what should we do? The apps will automatically record our location? We no need submit any file or location right?","   After registered, only show the Bluetooth off and location on, so what should we do? The apps will automatically record our location? We no need submit any file or location right?  ",en,   After registered  only show the Bluetooth off and location on  so what should we do  The apps will automatically record our location  We no need submit any file or location right   ,"Domain_Specific, Privacy","locat, record, locat",0.2,Negative,0,,1,0,0,0,0,1,0
125,5/6/20 15:51,my.gov.onegovappstore.mytrace,MyTrace,zh-tw,觉载生,2,"Apalah ini app, bagilah pilih bahasa banyak2 lah, inikan had penting mesti mahu sampai semua orang boleh faham maksudnya apa yg dlm katakan, banyak kedekut ni, dua bangsa aja yg boleh faham semua, lain bangsa pun orang juga, lain bangsa tak faham apa lagi mahu kasih tahu. 多一种语言多一个族群明白和信息沟通吗？我们国家马来西亚这么自私的吗？我不明白你们说什么？那我要怎么样给你们信息沟通？用你们的大脑想下怎么样做法才是最合适全马人民吗，对不对啊！"," Apalah ini app, bagilah pilih bahasa banyak2 lah, inikan had penting mesti mahu sampai semua orang boleh faham maksudnya apa yg dlm katakan, banyak kedekut ni, dua bangsa aja yg gi boleh faham bangsa aja yg boleh faham bangsa aja yg gi boleh faham faham semlain faham sem sem mahu kasih tahu. One more language and one more ethnic group understand and communicate with information? Is our country Malaysia so selfish? I don't understand what you guys say? How can I communicate with you? Use your brain to figure out what is the most suitable method for all Malaysians, right? ",id, Apalah ini app  bagilah pilih bahasa banyak  lah  inikan had penting mesti mahu sampai semua orang boleh faham maksudnya apa yg dlm katakan  banyak kedekut ni  dua bangsa aja yg gi boleh faham bangsa aja yg boleh faham bangsa aja yg gi boleh faham faham semlain faham sem sem mahu kasih tahu  One more language and one more ethnic group understand and communicate with information  Is our country Malaysia so selfish  I don t understand what you guys say  How can I communicate with you  Use your brain to figure out what is the most suitable method for all Malaysians  right  ,"Domain_Specific, Language, Location","countri, languag, bahasa, countri, malaysia, communic",0.082191781,Negative,0,,1,0,0,1,1,0,0
134,31/05/2020 12:11,my.gov.onegovappstore.mytrace,MyTrace,en,Asnan Yemus,3,"To prevent this app from shutting down by the system, I gave it all the permission including unlimited battery usage and autostart. And my usual duration between recharge drop by 30 to 40%. This app consumed too much power. It is very useful during this COVID-19 pandemic, no doubt. But I wish the developer to optimize the app and tune down its power-gobbling behaviour.","   To prevent this app from shutting down by the system, I gave it all the permission including unlimited battery usage and autostart. And my usual duration between recharge drop by 30 to 40%. This app consumed too much power. It is very useful during this COVID-19 pandemic, no doubt. But I wish the developer to optimize the app and tune down its power-gobbling behaviour.  ",en,   To prevent this app from shutting down by the system  I gave it all the permission including unlimited battery usage and autostart  And my usual duration between recharge drop by    to      This app consumed too much power  It is very useful during this COVID    pandemic  no doubt  But I wish the developer to optimize the app and tune down its power gobbling behaviour   ,Domain_Specific,"optim, recharg",0.060606061,Positive,0,,1,0,0,0,0,0,0
137,27/05/2020 8:51,my.gov.onegovappstore.mytrace,MyTrace,en,Afandi Yusof,3,Apps suddenly closed down after 7 seconds when I turned on Bluetooth and Location. I am using Samsung J7 (2016),   Apps suddenly closed down after 7 seconds when I turned on Bluetooth and Location. I am using Samsung J7 (2016)  ,en,   Apps suddenly closed down after   seconds when I turned on Bluetooth and Location  I am using Samsung J          ,"Domain_Specific, Privacy","locat, locat",0.2,Neutral,0,,1,0,0,0,0,1,0
142,23/05/2020 10:41,my.gov.onegovappstore.mytrace,MyTrace,en,Irwan Ambak,1,"Does not appear to be useful. A waste of taxpayer funds. Don't you employ design thinkers to create a user & device-friendly app that works as it should? Also, totally absent feedback on usage rendering it uninformative and leaving the user guessing about the utility. Running at all times in the Notification… really?!","   Does not appear to be useful. A waste of taxpayer funds. Don't you employ design thinkers to create a user & device-friendly app that works as it should? Also, totally absent feedback on usage rendering it uninformative and leaving the user guessing about the utility. Running at all times in the Notification… really?!  ",en,   Does not appear to be useful  A waste of taxpayer funds  Don t you employ design thinkers to create a user   device friendly app that works as it should  Also  totally absent feedback on usage rendering it uninformative and leaving the user guessing about the utility  Running at all times in the Notification  really    ,Domain_Specific,"run, employ, render",0.1,Positive,0,,1,0,0,0,0,0,0
152,17/05/2020 4:33,my.gov.onegovappstore.mytrace,MyTrace,en,Chris Lee,3,Should add the power save mode in the app. Coz GPS and Bluetooth really draining too much battery of the phone,   Should add the power save mode in the app. Coz GPS and Bluetooth really draining too much battery of the phone  ,en,   Should add the power save mode in the app  Coz GPS and Bluetooth really draining too much battery of the phone  ,Privacy,gps,0.076923077,Positive,0,,0,0,0,0,0,1,0
156,15/05/2020 22:38,my.gov.onegovappstore.mytrace,MyTrace,en,Perverted Poképuffs,1,"I applaud the government for trying to implement something like this. However, if it is based on the DP3T algo, it doesn't require location permissions. As long as location permissions are required, this app serves as a state surveillance apparatus, not a tool to assist in breaking the chain. The latter is only a side effect.","   I applaud the government for trying to implement something like this. However, if it is based on the DP3T algo, it doesn't require location permissions. As long as location permissions are required, this app serves as a state surveillance apparatus, not a tool to assist in breaking the chain. The latter is only a side effect.  ",en,   I applaud the government for trying to implement something like this  However  if it is based on the DP T algo  it doesn t require location permissions  As long as location permissions are required  this app serves as a state surveillance apparatus  not a tool to assist in breaking the chain  The latter is only a side effect   ,"Domain_Specific, Privacy","locat, locat",0.066666667,Positive,0,,1,0,0,0,0,1,0
158,15/05/2020 10:02,my.gov.onegovappstore.mytrace,MyTrace,en,Wong King Chuan,1,"Battery Consuming. Government should have combined all the apps into one. If we need 3 apps MySejahtera, MyTrace, Gerak Malaysia for info and tracing, it's not efficient.","   Battery Consuming. Government should have combined all the apps into one. If we need 3 apps MySejahtera, MyTrace, Gerak Malaysia for info and tracing, it's not efficient.  ",en,   Battery Consuming  Government should have combined all the apps into one  If we need   apps MySejahtera  MyTrace  Gerak Malaysia for info and tracing  it s not efficient   ,Location,malaysia,0.066666667,Negative,0,,0,0,0,0,1,0,0
160,14/05/2020 13:40,my.gov.onegovappstore.mytrace,MyTrace,en,Shuhaily Zainal,1,Kod otp tidak berjaya diterima., The otp code was not received successfully. ,id, The otp code was not received successfully  ,Domain_Specific,receiv,0.25,Negative,0,,1,0,0,0,0,0,0
171,13/05/2020 2:15,my.gov.onegovappstore.mytrace,MyTrace,en,Chieng Siewhuat,1,It neeed bluetooth to connectivity... How if those who using phone dont have bluetooth or dont have phone. I dont know this app was usefull and it was battery drainer,   It neeed bluetooth to connectivity... How if those who using phone dont have bluetooth or dont have phone. I dont know this app was usefull and it was battery drainer  ,en,   It neeed bluetooth to connectivity    How if those who using phone do not have bluetooth or do not have phone  I do not know this app was usefull and it was battery drainer  ,Domain_Specific,drainer,0.083333333,Neutral,0,,1,0,0,0,0,0,0
183,9/5/20 18:13,my.gov.onegovappstore.mytrace,MyTrace,en,lynn jedi,1,Cant punch in the otp as d screen freeze at bluetooth n location status.,   Cant punch in the otp as d screen freeze at bluetooth n location status.  ,en,   Cant punch in the otp as d screen freeze at bluetooth n location status   ,"Domain_Specific, Privacy","locat, locat",0.222222222,Positive,0,,1,0,0,0,0,1,0
186,9/5/20 3:10,my.gov.onegovappstore.mytrace,MyTrace,en,Kelvin Foo,1,Drains battery (try use low power scanning mode to conserve power). Doesn't restart on reboot. Count up timer resets when I press back to exit and then open the app again. Makes me wonder if the app still works or not.,   Drains battery (try use low power scanning mode to conserve power). Doesn't restart on reboot. Count up timer resets when I press back to exit and then open the app again. Makes me wonder if the app still works or not.  ,en,   Drains battery  try use low power scanning mode to conserve power   Doesn t restart on reboot  Count up timer resets when I press back to exit and then open the app again  Makes me wonder if the app still works or not   ,Domain_Specific,"conserv, timer",0.08,Negative,0,,1,0,0,0,0,0,0
191,8/5/20 16:38,my.gov.onegovappstore.mytrace,MyTrace,en,妻を愛してる,1,im confuse why there are two same application name but different use ?? why don't build all in one place to go we register like a fool need verify couple times and password where not same,   im confuse why there are two same application name but different use ?? why don't build all in one place to go we register like a fool need verify couple times and password where not same  ,en,   im confuse why there are two same application name but different use    why don t build all in one place to go we register like a fool need verify couple times and password where not same  ,"Domain_Specific, Emotional","fool, confus, applic",0.142857143,Negative,0,,1,1,0,0,0,0,0
195,8/5/20 10:02,my.gov.onegovappstore.mytrace,MyTrace,en,adnan khafiz,5,Great applications which enable users to carry out self-health assessment and contact detection of COVID-19 outbreaks.,   Great applications which enable users to carry out self-health assessment and contact detection of COVID-19 outbreaks.  ,en,   Great applications which enable users to carry out self health assessment and contact detection of COVID    outbreaks   ,Domain_Specific,applic,0.083333333,Positive,0,,1,0,0,0,0,0,0
197,8/5/20 6:13,my.gov.onegovappstore.mytrace,MyTrace,en,John CSC,1,Have try countless times for the past few days to install this apps My Trace but just to no avail. Very disappointed with our Malaysia Government. Please do something. Thanks.,   Have try countless times for the past few days to install this apps My Trace but just to no avail. Very disappointed with our Malaysia Government. Please do something. Thanks.  ,en,   Have try countless times for the past few days to install this apps My Trace but just to no avail  Very disappointed with our Malaysia Government  Please do something  Thanks   ,Location,malaysia,0.0625,Negative,0,,0,0,0,0,1,0,0
198,8/5/20 5:47,my.gov.onegovappstore.mytrace,MyTrace,en,Anthony Keic Wong,1,"I think only those not infected will use this app? Other than privacy, how do you ensure an infected person is not subject to public mob attack? If the person is infected, I think he/she will not use this app because of the worry what the public will do to them if nearby persons discover he was infected. He might just get weird eyes looking at it, and probable discriminative whispering, or more serious words of attack?","   I think only those not infected will use this app? Other than privacy, how do you ensure an infected person is not subject to public mob attack? If the person is infected, I think he/she will not use this app because of the worry what the public will do to them if nearby persons discover he was infected. He might just get weird eyes looking at it, and probable discriminative whispering, or more serious words of attack?  ",en,   I think only those not infected will use this app  Other than privacy  how do you ensure an infected person is not subject to public mob attack  If the person is infected  I think he she will not use this app because of the worry what the public will do to them if nearby persons discover he was infected  He might just get weird eyes looking at it  and probable discriminative whispering  or more serious words of attack   ,"Emotional, Privacy","worri, privaci",0.055555556,Negative,0,,0,1,0,0,0,1,0
203,8/5/20 2:49,my.gov.onegovappstore.mytrace,MyTrace,en,Dylan Gxming,1,"NOT WORKING, WAITING FOR OTP CODE DID'T RECIEVE."," NOT WORKING, WAITING FOR OTP CODE DID noT RECEIVE. ",de, NOT WORKING  WAITING FOR OTP CODE DID noT RECEIVE  ,Domain_Specific,receiv,0.2,Neutral,0,,1,0,0,0,0,0,0
204,8/5/20 2:49,my.gov.onegovappstore.mytrace,MyTrace,ms,Arif,1,"Kod OTP x brfungsi.. Byk sgt app, Gerak mlysia, mySejahtera.. Knapa x satukn jd satu app saje"," OTP code x functional .. Byk sgt app, Gerak mlysia, mySejahtera .. Why x unite jd one app only ",id, OTP code x functional    Byk sgt app  Gerak mlysia  mySejahtera    Why x unite jd one app only ,Domain_Specific,unit,0.058823529,Neutral,0,,1,0,0,0,0,0,0
207,7/5/20 23:14,my.gov.onegovappstore.mytrace,MyTrace,en,albert nichol,1,App ni bagus..tp..kenapa tak boleh di logout...app sentiasa on...ni akan menyebabkan bateri hp akan jadi cepat habis..., This app is good..tp..why can't it be logged out ... the app is always on ... this will cause the phone battery to run out quickly ... ,id, This app is good  tp  why can t it be logged out     the app is always on     this will cause the phone battery to run out quickly     ,Domain_Specific,run,0.083333333,Positive,0,,1,0,0,0,0,0,0
208,7/5/20 21:55,my.gov.onegovappstore.mytrace,MyTrace,en,mohammad atthia brahim,1,Unable to register. Pending OTP via sms. Until now haven't received any sms. Already wait and try several times for the past 1 week,   Unable to register. Pending OTP via sms. Until now haven't received any sms. Already wait and try several times for the past 1 week  ,en,   Unable to register  Pending OTP via sms  Until now haven t received any sms  Already wait and try several times for the past   week  ,Domain_Specific,receiv,0.0625,Neutral,0,,1,0,0,0,0,0,0
211,7/5/20 17:07,my.gov.onegovappstore.mytrace,MyTrace,en,Fashly Faris,3,"Please create a settings for when people's want to use it,or go out they can switch it on back automatically and the apps can run background.thank you.. great apps..","   Please create a settings for when people's want to use it,or go out they can switch it on back automatically and the apps can run background.thank you.. great apps..  ",en,   Please create a settings for when people s want to use it or go out they can switch it on back automatically and the apps can run background thank you   great apps    ,Domain_Specific,run,0.0625,Positive,0,,1,0,0,0,0,0,0
217,7/5/20 13:15,my.gov.onegovappstore.mytrace,MyTrace,ms,Alan Madlan,1,Banggang punya app buang kouta jh.. Semua tak bole msuk, Banggang has an app to remove kouta jh .. Everyone can't enter ,id, Banggang has an app to remove kouta jh    Everyone can t enter ,Domain_Specific,"remov, enter",0.285714286,Neutral,0,,1,0,0,0,0,0,0
218,7/5/20 13:04,my.gov.onegovappstore.mytrace,MyTrace,en,YUHANG ANG,3,"Nice Move, but keeps showing notification when running in background","   Nice Move, but keeps showing notification when running in background  ",en,   Nice Move  but keeps showing notification when running in background  ,Domain_Specific,run,0.142857143,Positive,0,,1,0,0,0,0,0,0
224,7/5/20 11:43,my.gov.onegovappstore.mytrace,MyTrace,ms,Dony Aziz,1,"Aplikasi ini dah kena jangkitan covid. Dah masukan no kod dengan betul berkali-kali, tapi masih lagi keluar ralat."," This application has been infected with covid. I entered the code number correctly many times, but there is still an error. ",id, This application has been infected with covid  I entered the code number correctly many times  but there is still an error  ,Domain_Specific,"enter, applic",0.181818182,Negative,0,,1,0,0,0,0,0,0
228,7/5/20 10:41,my.gov.onegovappstore.mytrace,MyTrace,ms,Razz Rayner,2,"Tiada kesan bleutooth , lokasi sudah buka. Ingat kan jenis camera dpat kesan virus.. Teknologi bleutooth x berksan.ingat kan ada bunyi alarm klu dpt detect..🤣🤣 Pemasa sj ada ni.."," No bleutooth effect, location is open. Remember the type of camera can be detected by a virus .. Bleutooth x technology works. Remember there is an alarm sound that can detect..🤣🤣 The timer is here .. ",id, No bleutooth effect  location is open  Remember the type of camera can be detected by a virus    Bleutooth x technology works  Remember there is an alarm sound that can detect     The timer is here    ,"Domain_Specific, Privacy","locat, locat, timer",0.166666667,Negative,0,,1,0,0,0,0,1,0
232,7/5/20 9:29,my.gov.onegovappstore.mytrace,MyTrace,en,Seant Henry,1,Aplikasi tak boleh dipakai .. masukkan kod pengesahan asyik ralat .. sy dah install tak sampai 5 minit sy uninstall balik . . Its trash!!, Application can not be used .. enter the error code engrossed in error .. sy installed less than 5 minutes sy uninstall back . Its trash !! ,id, Application can not be used    enter the error code engrossed in error    sy installed less than   minutes sy uninstall back   Its trash    ,Domain_Specific,"enter, applic, engross",0.2,Negative,0,,1,0,0,0,0,0,0
233,7/5/20 9:22,my.gov.onegovappstore.mytrace,MyTrace,en,Zulynn Temp,1,Rubbish apps... OTP errors cannot register... Uninstall it because this just Increase blood pressure and stress because of this stupid errors!,   Rubbish apps... OTP errors cannot register... Uninstall it because this just Increase blood pressure and stress because of this stupid errors!  ,en,   Rubbish apps    OTP errors cannot register    Uninstall it because this just Increase blood pressure and stress because of this stupid errors   ,Emotional,"pressur, stress",0.142857143,Negative,0,,0,1,0,0,0,0,0
238,7/5/20 8:15,my.gov.onegovappstore.mytrace,MyTrace,en,Farhan Iqmal,1,This app need to fix i try so many times that receive the code but it still can't submit please fix this app,   This app need to fix i try so many times that receive the code but it still can't submit please fix this app  ,en,   This app need to fix i try so many times that receive the code but it still can t submit please fix this app  ,Domain_Specific,receiv,0.076923077,Positive,0,,1,0,0,0,0,0,0
240,7/5/20 7:58,my.gov.onegovappstore.mytrace,MyTrace,en,babi lahanat,1,HATI HATI. YANG MANA ADA REKOD JENAYAH TU JANGAN INSTALLL SILAP2 TIME INSTALL TU GOV BOLEH TRACK BAHAYA2,   HATI HATI. YANG MANA ADA REKOD JENAYAH TU JANGAN INSTALLL SILAP2 TIME INSTALL TU GOV BOLEH TRACK BAHAYA2  ,en,   HATI HATI  YANG MANA ADA REKOD JENAYAH TU JANGAN INSTALLL SILAP  TIME INSTALL TU GOV BOLEH TRACK BAHAYA   ,Privacy,track,0.055555556,Neutral,0,,0,0,0,0,0,1,0
