,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
56,12/6/20 0:30,com.thaialert.app,MorChana - หมอชนะ,th,พายอาร์ แสนน่ารัก,1,แอปนี้ไม่ได้ผล เพราะคนเสี่ยงจริงๆไม่กล้าประเมินให้ตัวเองสีแดง กลัวสังคมรังเกียจ, This app does not work. Because people at risk really do not dare to evaluate them for themselves. Red Social fear ,th, This app does not work  Because people at risk really do not dare to evaluate them for themselves  Red Social fear ,Emotional,fear,0.076923077,Negative,0,,0,1,,0,0,0,0
64,7/6/20 16:12,com.thaialert.app,MorChana - หมอชนะ,th,Guitar and me,1,ทำไมต้องเปิด Bluetooth ตลอดเวลา งง🙄 GPSอย่างเดียวไม่ได้หรอ, Why do I have to turn on Bluetooth all the time? Confused 🙄 Can't GPS only? ,th, Why do I have to turn on Bluetooth all the time  Confused   Can t GPS only  ,"Emotional, Privacy","confus, gps",0.285714286,Negative,0,,0,1,,0,0,1,0
65,7/6/20 8:30,com.thaialert.app,MorChana - หมอชนะ,th,Xfgh Seyt,4,เป็นจิตรอาสา ช่วยงานหมู่บ้านทุกสิ่ง เช่นงานส่วนรวมในหมู่บ้าน งานพัตนาในหมู่บ้านคับ .., Is a portrayal of volunteers to help in all things village Such as public work in the village Putna work in the village .. ,th, Is a portrayal of volunteers to help in all things village Such as public work in the village Putna work in the village    ,Domain_Specific,volunt,0.090909091,Positive,0,,1,0,,0,0,0,0
75,5/6/20 8:37,com.thaialert.app,MorChana - หมอชนะ,th,อนุชิต พรหมประสิทธิ์,3,ขออนุญาตทดสอบใช้งานแอพพลิเคชั่นดูก่อนนะครับ, Ask for permission to test the application and see first ,th, Ask for permission to test the application and see first ,Domain_Specific,applic,0.166666667,Neutral,0,,1,0,,0,0,0,0
78,3/6/20 2:30,com.thaialert.app,MorChana - หมอชนะ,th,John Snipe,1,อยากให้รวบรวมภัยจากโรคติดต่อทั้งหมดไปเลยในตัว *ที่สำคัญ เข้าแอพไม่ได้บ่อยมาก ต้องลบแล้วติดตั้งใหม่ตลอดๆเลยครับ," Want to collect all the dangers of contagious diseases in the body * Importantly, you can not access the app very often. Must be deleted and reinstalled all the time. ",th, Want to collect all the dangers of contagious diseases in the body   Importantly  you can not access the app very often  Must be deleted and reinstalled all the time  ,Domain_Specific,import,0.066666667,Negative,0,,1,0,,0,0,0,0
82,1/6/20 9:42,com.thaialert.app,MorChana - หมอชนะ,en,Raymond Bishop,4,"ENGLISH option now available after you download the app. Easy to install and register. Only a few easy questions, takes about 1 minute. Very easy to use and I'm happy I downloaded this app.. 🤗","   ENGLISH option now available after you download the app. Easy to install and register. Only a few easy questions, takes about 1 minute. Very easy to use and I'm happy I downloaded this app.. 🤗  ",en,   ENGLISH option now available after you download the app  Easy to install and register  Only a few easy questions  takes about   minute  Very easy to use and I m happy I downloaded this app      ,Language,english,0.052631579,Positive,0,,0,0,,1,0,0,0
83,1/6/20 9:25,com.thaialert.app,MorChana - หมอชนะ,th,HMS Rayong,5,อุ่นใจที่มีแอปหมอชนะ อยากให้คนโหลดกันมากๆค่ะ, Feel secure with the Doctor Win app. I want people to load it a lot. ,th, Feel secure with the Doctor Win app  I want people to load it a lot  ,Privacy,"secur, secur",0.222222222,Positive,0,,0,0,,0,0,1,0
89,31/05/2020 16:30,com.thaialert.app,MorChana - หมอชนะ,th,tae tongsuk,5,ใช้แล้วยังงงๆอยู่, Used and still confused ,th, Used and still confused ,Emotional,confus,0.333333333,Negative,0,,0,1,,0,0,0,0
94,31/05/2020 6:08,com.thaialert.app,MorChana - หมอชนะ,th,Suthida Prasertpol,5,ดีมากเพราะ เรา สามารถ เช็คความเสี่ยง ขั้นต้นด้วยตัวเอง โดยไม่ต้องไปโรงพยาบาล ลดความแออัด ของโรงพยาบาล เป็น อย่างดี," Very good because we can check the risk Begin by myself Without having to go to the hospital, reducing hospital congestion as well ",th, Very good because we can check the risk Begin by myself Without having to go to the hospital  reducing hospital congestion as well ,Domain_Specific,reduc,0.076923077,Positive,0,,1,0,,0,0,0,0
95,30/05/2020 17:30,com.thaialert.app,MorChana - หมอชนะ,th,Tammarat Kaden,1,แอพนี้ดูแล้วไม่เห็นประโยชน์อะไรเลย น่าจะใช่ระบบ GPS เป็นตัวจับ เป็นตัวเตือนพื้นที่เสี่ยง.แต่นี่อะไร แค่แอพถามเรื่องราวประเมิน 4-5 ข้อ แค่นั้นจบ สรุปแบบนี้จะพัฒนามาเพื่ออะไร ถ้าจะแร้งเตือนพท้นที่เสี่ยง สถานที่เสี่ยงที่ที่เราไป ก็จับกับ GPS เอาได้ ใช้ระบบ GPS จับแจ้งเตือนเลย แอพไม่สมชื่อ หมอชนะเลย," This app doesn't seem to see any benefit, probably using a GPS system as a deterrent to vulnerable areas. But what is this? Just ask the app for a story, assess 4-5 points, just that, the conclusion like this will develop for what? If the vultures warn against those at risk The risky place where we go can be caught with GPS, can use the GPS system to catch alerts. ",th, This app doesn t seem to see any benefit  probably using a GPS system as a deterrent to vulnerable areas  But what is this  Just ask the app for a story  assess     points  just that  the conclusion like this will develop for what  If the vultures warn against those at risk The risky place where we go can be caught with GPS  can use the GPS system to catch alerts  ,"Location, Privacy","area, gps",0.060606061,Negative,0,,0,0,,0,1,1,0
97,29/05/2020 13:03,com.thaialert.app,MorChana - หมอชนะ,th,ธนภัทร จันทรมณี,5,ให้คนไทยปลอดโรค ปลอดภัย ช่วยแบ่งเบาภาระ หมอ, For Thai people to be disease-free and safe to help alleviate the burden of doctors ,th, For Thai people to be disease free and safe to help alleviate the burden of doctors ,"Emotional, Language, Socio_economic_Status","burden, thai, free",0.333333333,Positive,0,,0,1,,1,0,0,1
99,29/05/2020 9:10,com.thaialert.app,MorChana - หมอชนะ,de,Gerhard Starzetz,5,Now you can use in english,   Now you can use in english  ,en,   Now you can use in english  ,Language,english,0.5,Neutral,0,,0,0,,1,0,0,0
103,28/05/2020 0:57,com.thaialert.app,MorChana - หมอชนะ,th,รถ พงค์สุวรรณ,1,แอฟเข้าแล้วชอบค้างคับ ต้องรีเครื่องตลอดเลย ต้องหงุดหงิดทุกเช้าเลย, AFL Always have to reboot. Must be frustrated every morning. ,th, AFL Always have to reboot  Must be frustrated every morning  ,Emotional,frustrat,0.142857143,Negative,0,,0,1,,0,0,0,0
104,27/05/2020 17:27,com.thaialert.app,MorChana - หมอชนะ,th,Ponchai Nonnoy,1,ถ้าโควิด19มากับลมและแสงแดดได้ถือว่าความซวยของผมล่ะกันครับ ปกติไม่ชอบคบค่าสมาคมกับใคร พื้นที่ทำงานร้อนมาก อ.แก่ง จ.สระบุรี," If COVID 19 comes with the wind and sunshine, how about my nemesis? Usually does not like to associate with anyone. The work area is very hot, Kaeng District, Saraburi Province ",th, If COVID    comes with the wind and sunshine  how about my nemesis  Usually does not like to associate with anyone  The work area is very hot  Kaeng District  Saraburi Province ,Location,"district, area, provinc",0.166666667,Positive,0,,0,0,,0,1,0,0
105,27/05/2020 5:03,com.thaialert.app,MorChana - หมอชนะ,en,Sebastian Ulbrich,1,"App only in Thai language. Bluetooth visible all time, even app not in use. Big brother app.","   App only in Thai language. Bluetooth visible all time, even app not in use. Big brother app.  ",en,   App only in Thai language  Bluetooth visible all time  even app not in use  Big brother app   ,"Domain_Specific, Language","thai, languag, brother",0.230769231,Neutral,0,,1,0,,1,0,0,0
106,27/05/2020 2:47,com.thaialert.app,MorChana - หมอชนะ,en,waralan k,5,ผมอยากให้ทำ tab ใต้ล่างเพิ่มอีกอันคือ list สถานที่ที่เราได้เชคอิน ณ ปัจจุบันอยู่ และสามารถเลือกเชคเอ้าท์ได้เลยจากแอป เพื่อลดเวลาการรวมตัวตอนเชคเอ้าท์หรือลืมเชคเอ้าท์ได้ เพราะตอนนี้ได้แต่เชคอินลืมเชคเอ้าท์ หรือไม่สะดวกคนเยอะปัญหาเยอะ ทำให้หน่อยนะ developer ยิ่งถ้า list สถานที่ๆได้ไปมาวันนี้เมื่อวานได้ สามารถแสดง travel logs ได้จะแจ่ม," I would like to add another tab under the bottom, which is a list of the places that I have currently checked in and can choose to check out right from the app. In order to reduce the time of gathering when checking out or forgetting to check out Because now you can only check-in and forget the check-out Or it is inconvenient, too many people, a lot of problems, make it a little bit more, developer Even if I list the places that I went to today and yesterday, it can show travel logs. ",th, I would like to add another tab under the bottom  which is a list of the places that I have currently checked in and can choose to check out right from the app  In order to reduce the time of gathering when checking out or forgetting to check out Because now you can only check in and forget the check out Or it is inconvenient  too many people  a lot of problems  make it a little bit more  developer Even if I list the places that I went to today and yesterday  it can show travel logs  ,Domain_Specific,"reduc, gather, bottom, order",0.090909091,Negative,0,,1,0,,0,0,0,0
108,26/05/2020 8:04,com.thaialert.app,MorChana - หมอชนะ,th,Sathian Laohachun,4,ตอนนี้ใช้งานได้ปรกติแล้ว ขอบคุณครับ, Now I can use normally. Thank you. ,th, Now I can use normally  Thank you  ,Domain_Specific,normal,0.333333333,Positive,0,,1,0,,0,0,0,0
110,25/05/2020 15:51,com.thaialert.app,MorChana - หมอชนะ,th,po preem,3,คืองงมากกกกก ตอนนั้นที่ให้ทำเเบบประเมินตัวเราก็เสี่ยงต่ำมากเราเลยลองเช็คใหม่ติกที่เสี่ยงทั่งหมดเเต่มันก็ยังเป็นความเสี่ยงน้อย.. คือ งง ไม่เข้าใจ," It was very confusing. At that time, the risk of doing a self-assessment was very low. Is confused, do not understand ",th, It was very confusing  At that time  the risk of doing a self assessment was very low  Is confused  do not understand ,Emotional,confus,0.1,Negative,0,,0,1,,0,0,0,0
116,24/05/2020 13:17,com.thaialert.app,MorChana - หมอชนะ,th,Mr.Sittiporn P.,1,ยุ่งยาก วุ้นวาย หน้ารำคาญ เรื่องมาก," Difficulty jelly yang, very annoying face ",th, Difficulty jelly yang  very annoying face ,Emotional,annoy,0.166666667,Negative,0,,0,1,,0,0,0,0
117,23/05/2020 5:58,com.thaialert.app,MorChana - หมอชนะ,it,Davide Verga,1,English?,   English?  ,en,   English   ,Language,english,1,Neutral,0,,0,0,,1,0,0,0
118,23/05/2020 5:22,com.thaialert.app,MorChana - หมอชนะ,de,Wolfgang Siewert,1,"Only thai language, not possible for use","   Only thai language, not possible for use  ",en,   Only thai language  not possible for use  ,Language,"thai, languag",0.4,Neutral,0,,0,0,,1,0,0,0
119,22/05/2020 13:34,com.thaialert.app,MorChana - หมอชนะ,th,Phongsiri Loedphongthai,1,แอพนี้แอบใช้งานกล้องในพื้นหลังครับ คือใครใช้งาน Samsung จะเห็นจากมุมขวาบนของการแจ้งเตือนแอพ และหลังจากที่ปฏิเสธการใช้งานกล้อง การแจ้งเตือนนั้นหายไปครับ แสดงว่าแอพแอบใช้งานกล้องในพื้นหลังครับ เพราะผมสังเกตแบตเครื่องผมด้วย แบตหมดไว (Staff ช่วยตอบด้วยครับทำไมแอพต้องแอบใช้งานกล้อง) เพราะเกิดคนใช้งานมือถือที่ติดตั้งแอพในห้องน้ำก็ซวยสิครับ ** Samsung ต้องเป็น Samsung Experience (Touchwiz) 9.0 ขึ้นไปนะครับ One UI ได้ทุกรุ่น (Samsung Touchwiz 10+)," This app is secretly using the camera in the background.Who is using Samsung can see from the top right corner of the app notification. And after refusing to use the camera The notification is gone. Shows that the app is secretly using the camera in the background Because I noticed my battery with the battery running out quickly (Staff help answer, why does the app have to secretly use the camera) because the mobile user who installed the app in the bathroom is damn. ** Samsung must be Samsung Experience (Touchwiz) 9.0 or above, One UI, all models (Samsung Touchwiz 10+) ",th, This app is secretly using the camera in the background Who is using Samsung can see from the top right corner of the app notification  And after refusing to use the camera The notification is gone  Shows that the app is secretly using the camera in the background Because I noticed my battery with the battery running out quickly  Staff help answer  why does the app have to secretly use the camera  because the mobile user who installed the app in the bathroom is damn     Samsung must be Samsung Experience  Touchwiz      or above  One UI  all models  Samsung Touchwiz      ,Domain_Specific,"staff, model, run, answer",0.070175439,Negative,0,,1,0,,0,0,0,0
123,22/05/2020 3:54,com.thaialert.app,MorChana - หมอชนะ,th,Apple ple,1,แอปจะเตือนยังไง จำเป็นต้อง Bluetooth ตลอดเวลาด้วยหรอ GPS อย่างเดียวไม่ได้หรอ แล้วลองตอบคำถามเสี่ยงทุกข้อ ยังเสี่ยงต่ำอยู่เลย มันคืออะไรคะ," How does the app warn? Need to be Bluetooth all the time, isn't it just GPS? And try to answer all risky questions Still low risk, what is it? ",th, How does the app warn  Need to be Bluetooth all the time  isn t it just GPS  And try to answer all risky questions Still low risk  what is it  ,"Domain_Specific, Privacy","gps, answer",0.142857143,Negative,0,,1,0,,0,0,1,0
126,19/05/2020 14:37,com.thaialert.app,MorChana - หมอชนะ,ru,Oleksandr Bon,4,"Add english, please!","   Add english, please!  ",en,   Add english  please   ,Language,english,0.333333333,Positive,0,,0,0,,1,0,0,0
129,19/05/2020 4:13,com.thaialert.app,MorChana - หมอชนะ,en,Aria S.,1,Should provide English and Chinese languages please.,   Should provide English and Chinese languages please.  ,en,   Should provide English and Chinese languages please   ,Language,"chines, english, languag",0.6,Positive,0,,0,0,,1,0,0,0
131,18/05/2020 13:29,com.thaialert.app,MorChana - หมอชนะ,th,Paphapin Tiannava,1,โหลดเสร็จ จะอัพรูป เด้งออกซะงั้น," After loading, the image will be uploaded. ",th, After loading  the image will be uploaded  ,Domain_Specific,imag,0.333333333,Neutral,0,,1,0,,0,0,0,0
132,18/05/2020 7:24,com.thaialert.app,MorChana - หมอชนะ,en,Joe King,5,This app will help to control the covid situation. Everyone should use it. Language is Thai only. Get a friend to help you.,   This app will help to control the covid situation. Everyone should use it. Language is Thai only. Get a friend to help you.  ,en,   This app will help to control the covid situation  Everyone should use it  Language is Thai only  Get a friend to help you   ,Language,"thai, languag",0.153846154,Positive,0,,0,0,,1,0,0,0
133,18/05/2020 2:43,com.thaialert.app,MorChana - หมอชนะ,en,Totsaphol Changjaiyen,1,No english,   No english  ,en,   No english  ,Language,english,1,Negative,0,,0,0,,1,0,0,0
135,18/05/2020 0:27,com.thaialert.app,MorChana - หมอชนะ,en,David Tan,1,"A complete waste of my tax money. Digital ministry, you took my tax money, try to copy other country's idea and cannot even have the info in English.","   A complete waste of my tax money. Digital ministry, you took my tax money, try to copy other country's idea and cannot even have the info in English.  ",en,   A complete waste of my tax money  Digital ministry  you took my tax money  try to copy other country s idea and cannot even have the info in English   ,"Language, Location","countri, english, countri",0.1875,Negative,0,,0,0,,1,1,0,0
136,17/05/2020 14:58,com.thaialert.app,MorChana - หมอชนะ,en,Andy Private,1,DO NOT INSTALL. NO ENGLISH,   DO NOT INSTALL. NO ENGLISH  ,en,   DO NOT INSTALL  NO ENGLISH  ,Language,english,0.5,Positive,0,,0,0,,1,0,0,0
138,17/05/2020 4:52,com.thaialert.app,MorChana - หมอชนะ,th,Khunrong Pladchu,5,ดีมากครับ New Normal โดยแท้," Very good, New Normal. ",th, Very good  New Normal  ,Domain_Specific,normal,0.25,Positive,0,,1,0,,0,0,0,0
143,16/05/2020 8:18,com.thaialert.app,MorChana - หมอชนะ,th,Kiengkhu Phangnga,5,ร่วมมือสู้covid19, Cooperate to fight covid19 ,th, Cooperate to fight covid   ,Domain_Specific,"cooper, cooper",0.666666667,Negative,0,,1,0,,0,0,0,0
145,16/05/2020 3:51,com.thaialert.app,MorChana - หมอชนะ,th,จตุรพร ธนามี,5,ไม่ได้ไปพื้นที่เสี่ยงครับ...👮‍♂️, I didn't go to a risky area ... 👮‍♂️ ,th, I didn t go to a risky area          ,Location,area,0.333333333,Negative,0,,0,0,,0,1,0,0
146,15/05/2020 7:02,com.thaialert.app,MorChana - หมอชนะ,en,PixApps,1,If you expect EVERYONE that lives in Thailand to use this app you should design so that EVERYONE can understand it! Not EVERYONE that lives in Thailand is Thai or can read Thai. Epic fail. App deleted.,   If you expect EVERYONE that lives in Thailand to use this app you should design so that EVERYONE can understand it! Not EVERYONE that lives in Thailand is Thai or can read Thai. Epic fail. App deleted.  ,en,   If you expect EVERYONE that lives in Thailand to use this app you should design so that EVERYONE can understand it  Not EVERYONE that lives in Thailand is Thai or can read Thai  Epic fail  App deleted   ,Language,thai,0.052631579,Negative,0,,0,0,,1,0,0,0
147,15/05/2020 6:38,com.thaialert.app,MorChana - หมอชนะ,th,EAKARTHIT MANGKACHAT,5,ร้านทำเล็บ Nailnanah & Spa ราม2 บางนา ทำตามมาตรการต่างๆ ของรัฐอย่างเคร่งครัด ในช่วงผ่อนปรนระยะสองนี้ จึงมีความพร้อมให้บริการลูกค้า 100% ขอเป็นกำลังใจให้บุคลากรทางการแพทย์ และบุคลากรทุกๆ ด้านที่ปฏิบัติงานอย่างหนักในช่วงโควิด19 ค่ะ, Nailnanah Nail Salon & Spa Ram 2 Bangna follow various measures. Strictly state During this period of relaxation Therefore ready to serve 100% of customers. We would like to encourage medical personnel And every personnel The side that works hard during COVID 19 ,th, Nailnanah Nail Salon   Spa Ram   Bangna follow various measures  Strictly state During this period of relaxation Therefore ready to serve      of customers  We would like to encourage medical personnel And every personnel The side that works hard during COVID    ,Domain_Specific,"custom, measur, follow, medic",0.133333333,Positive,0,,1,0,,0,0,0,0
150,15/05/2020 3:36,com.thaialert.app,MorChana - หมอชนะ,th,nitan maibok,4,อยากให้ ต่อยอด ไม่ใช่แค่ covid19 แต่สามารถประเมิน อาการอื่นๆได้ด้วย และเชื่อมต่อกับ โรงพยาบาลต่างไป ทั้งรัฐและเอกชน หรือ ร้านขายยา คลีนิคต่างๆ ที่อยู่ใกล้ผู้ป่วย เป็นการอำนวยความสะดวก ติดต่อให้กับผู้ป่วย ทั่วประเทศได้ยิ่งดี ที่สำคัญข้อมูลผู้ป่วย จะต้องเป็นความลับและยินยอมโดยผู้ป่วยที่จะเปิดเผยได้," I want it to be capped not only covid19 but can be evaluated. Other symptoms can also And connect with Different hospital Both public and private or pharmacies, clinics near the patient As a convenience Contact with patients All over the country Important patient information Must be confidential and agreed by the patient to be disclosed. ",th, I want it to be capped not only covid   but can be evaluated  Other symptoms can also And connect with Different hospital Both public and private or pharmacies  clinics near the patient As a convenience Contact with patients All over the country Important patient information Must be confidential and agreed by the patient to be disclosed  ,"Domain_Specific, Language, Location","countri, countri, import",0.107142857,Positive,0,,1,0,,1,1,0,0
152,14/05/2020 10:05,com.thaialert.app,MorChana - หมอชนะ,en,Gregor A,1,Thai language only,   Thai language only  ,en,   Thai language only  ,Language,"thai, languag",0.666666667,Neutral,0,,0,0,,1,0,0,0
156,14/05/2020 2:35,com.thaialert.app,MorChana - หมอชนะ,th,Chakkarinnt Phetcharoen,5,ใครไม่มีหมอชนะ(เขียว/เหลือง) อย่าให้เข้าบ้าน ! แค่เป็นห่วงพ่อแม่นะ, Who has no doctor wins (green / yellow)? Don't let the house go! Just worried about your parents ,th, Who has no doctor wins  green   yellow   Don t let the house go  Just worried about your parents ,Emotional,worri,0.111111111,Negative,0,,0,1,,0,0,0,0
160,13/05/2020 8:17,com.thaialert.app,MorChana - หมอชนะ,en,Alan Foos,1,"No English, so how can it be useful for those of us who don't know Thai?","   No English, so how can it be useful for those of us who don't know Thai?  ",en,   No English  so how can it be useful for those of us who don t know Thai   ,Language,"english, thai",0.4,Positive,0,,0,0,,1,0,0,0
172,6/5/20 4:27,com.thaialert.app,MorChana - หมอชนะ,th,ป้าหน่อย Nihnoy ป้าหน่อย Nihnoy,4,หากมีความจำเป็นต้องไปรพ.พบแะทย์ตรวจรักษา รับยา อยู่ในรพ.นานกว่า2-3 ชม. ใช่เสื้อแจ็กเก็ตคลุม ใส่หน้ากาก ใส่หมวก ล้างมือด้วยสบู่และแอลกอฮอล์ เมื่อกลับบ้านถอกเสื้อออกก่ินเข้าบ้านและอาบน้ำ สระผม ทำความสะอาดร่างกายทันที .," If there is a need to go to the hospital, find a checkup, receive medication, stay in the hospital for more than 2-3 hours, yes. When you get home, knock your clothes off before entering the house and wash your hair and wash your body immediately. ",th, If there is a need to go to the hospital  find a checkup  receive medication  stay in the hospital for more than     hours  yes  When you get home  knock your clothes off before entering the house and wash your hair and wash your body immediately  ,Domain_Specific,"enter, receiv, medic",0.130434783,Positive,0,,1,0,,0,0,0,0
180,2/5/20 22:25,com.thaialert.app,MorChana - หมอชนะ,th,เพลงเก่า พันธุ์กรันจ์,1,ตำแหน่งพอเข้าใจ(อยากรู้ว่าอยู่ไหนจะได้ช่วยเหลือได้ทันท่วงที1🌟แรกที่ผมให้) บูลทูธเนี้ยผมก็เล่นมือถือมาชั่วอายุคนๆนึงนะ ถ้าจะเล่นแอพนี้ผมอยากรอให้หมอทวีศักดิ์หัวเรือใหญ่พูดแนะนำดีกว่า ผมไม่เชื่อใครเท่าคนๆนี้แล้วนาทีนี้ ต้องขอบคุณเม้นล่างมากๆที่เตือนแล้วก้ยังทุรังไป (ไม่มีอะไรปลอดภัยในโซเชียลระวังกันด้วยล่ะ)," Position when I understand (I want to know where it is so that I can help in time, the first 1🌟 I gave it) Bluetooth I have been playing mobile phones for a generation. If going to play this app, I want to wait for Dr. I don't believe anyone as this person at the moment. Thanks to the very bottom comment (There is nothing safe on social media, be careful.) ",th, Position when I understand  I want to know where it is so that I can help in time  the first    I gave it  Bluetooth I have been playing mobile phones for a generation  If going to play this app  I want to wait for Dr  I don t believe anyone as this person at the moment  Thanks to the very bottom comment  There is nothing safe on social media  be careful   ,Domain_Specific,"bottom, comment",0.0625,Positive,0,,1,0,,0,0,0,0
181,2/5/20 8:27,com.thaialert.app,MorChana - หมอชนะ,th,Lomi Lm,4,ต้องพึ่งระวังสิ่งที่มองด้วยตาเปล่าไม่เห็นฉะนั้นเว็บไซต์คุณหมอชนะจะช่วยเป็นเกาะกำบังให้ทุกท่านที่โหลดเว็บนี้ครับ," You have to be careful with what you can see with the naked eye, so Dr. Chana's website will help to protect everyone who loads this website. ",th, You have to be careful with what you can see with the naked eye  so Dr  Chana s website will help to protect everyone who loads this website  ,Privacy,protect,0.083333333,Positive,0,,0,0,,0,0,1,0
