,Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
37,2/9/20 0:48,1510534908,StaySafePH,ph,2.0.9,iosuser62,5,exposure notification API,"With the latest update of IOS 13.7, this app is synchronized with the IOS exposure notification API.","  exposure notification API With the latest update of IOS 13.7, this app is synchronized with the IOS exposure notification API.  ",en,  exposure notification API With the latest update of IOS       this app is synchronized with the IOS exposure notification API   ,Domain_Specific,synchron,0.083333333,Neutral,0,,1,0,0,0,0,0,0
38,24/08/2020 16:11,1510534908,StaySafePH,ph,2.0.7,RovenToaster,3,COVID Exposure Logging,"With the current update, the app is still not capable of being recognized by the iOS COVID Exposure Logging. Will this be addressed or have they manage to go around with it?","  COVID Exposure Logging With the current update, the app is still not capable of being recognized by the iOS COVID Exposure Logging. Will this be addressed or have they manage to go around with it?  ",en,  COVID Exposure Logging With the current update  the app is still not capable of being recognized by the iOS COVID Exposure Logging  Will this be addressed or have they manage to go around with it   ,Domain_Specific,"manag, manag, address",0.176470588,Negative,0,,1,0,0,0,0,0,0
39,21/08/2020 5:27,1510534908,StaySafePH,ph,2.0.7,rccristobal,2,Allow iOS 12 compatibility,"I think iOS 13 compatibility is too high for this requirement especially for its current UI. Please allow iOS 12 or phone that support iPhone 6 at least. iPhone 6 and under is the most unit that PH has.

Later on iPhone 7 will not support future app update and when this application update, it might no longer support iPhone 7 either.","  Allow iOS 12 compatibility I think iOS 13 compatibility is too high for this requirement especially for its current UI. Please allow iOS 12 or phone that support iPhone 6 at least. iPhone 6 and under is the most unit that PH has.

Later on iPhone 7 will not support future app update and when this application update, it might no longer support iPhone 7 either.  ",en,  Allow iOS    compatibility I think iOS    compatibility is too high for this requirement especially for its current UI  Please allow iOS    or phone that support iPhone   at least  iPhone   and under is the most unit that PH has   Later on iPhone   will not support future app update and when this application update  it might no longer support iPhone   either   ,Domain_Specific,"unit, applic",0.058823529,Positive,0,,1,0,0,0,0,0,0
45,17/07/2020 9:10,1510534908,StaySafePH,ph,2.0.6,ejidaTRS07,1,Useless.,It does’nt do it’s purpose. The app says we do not have covid cases in our area but in reality there are actually many. So how can this app help us to avoid covid if it doenst show a realiable data?🤷‍♂️🤷‍♂️,  Useless. It does’nt do it’s purpose. The app says we do not have covid cases in our area but in reality there are actually many. So how can this app help us to avoid covid if it doenst show a realiable data?🤷‍♂️🤷‍♂️  ,en,  Useless  It does nt do it s purpose  The app says we do not have covid cases in our area but in reality there are actually many  So how can this app help us to avoid covid if it doenst show a realiable data           ,"Location, Privacy","area, data",0.095238095,Neutral,0,,0,0,0,0,1,1,0
48,10/7/20 0:17,1510534908,StaySafePH,ph,2.0.6,Engr_logan,3,Zero case?,"please be honest as possible when filling it up.  For DEV team, please notify people in the nearby area if there is a high probability case.","  Zero case? please be honest as possible when filling it up.  For DEV team, please notify people in the nearby area if there is a high probability case.  ",en,  Zero case  please be honest as possible when filling it up   For DEV team  please notify people in the nearby area if there is a high probability case   ,Location,area,0.0625,Positive,0,,0,0,0,0,1,0,0
50,2/7/20 11:15,1510534908,StaySafePH,ph,2.0.4,Marieyas,1,Poor,The idea is good but I don’t think its meeting the expectation and claim of the app. It doesn’t even show the number of cases around the area. Our city has a lot of positive cases based on the news and articles being released by the locals. Please update this app.,  Poor The idea is good but I don’t think its meeting the expectation and claim of the app. It doesn’t even show the number of cases around the area. Our city has a lot of positive cases based on the news and articles being released by the locals. Please update this app.  ,en,  Poor The idea is good but I don t think its meeting the expectation and claim of the app  It doesn t even show the number of cases around the area  Our city has a lot of positive cases based on the news and articles being released by the locals  Please update this app   ,Location,"local, area",0.076923077,Positive,0,,0,0,0,0,1,0,0
52,30/06/2020 16:22,1510534908,StaySafePH,ph,2.0.4,rambarigan,1,Cant update profile,Yun na nga, Cant update profile Yun na nga ,it, Cant update profile Yun na nga ,Domain_Specific,profil,0.166666667,Neutral,0,,1,0,0,0,0,0,0
55,29/06/2020 17:04,1510534908,StaySafePH,ph,2.0.3,itsabellpepper,3,Sadly slow,Registration and movements takes forever!,  Sadly slow Registration and movements takes forever!  ,en,  Sadly slow Registration and movements takes forever   ,Emotional,sad,0.166666667,Negative,0,,0,1,0,0,0,0,0
58,29/06/2020 16:20,1510534908,StaySafePH,ph,2.0.3,Von__,1,Not working,Whenever I try to register and/or log-in using my Facebook account it always says “Registrant does not exist” How to fix this?,  Not working Whenever I try to register and/or log-in using my Facebook account it always says “Registrant does not exist” How to fix this?  ,en,  Not working Whenever I try to register and or log in using my Facebook account it always says  Registrant does not exist  How to fix this   ,Domain_Specific,account,0.071428571,Neutral,0,,1,0,0,0,0,0,0
62,29/06/2020 10:24,1510534908,StaySafePH,ph,2.0.3,aalythea,4,Great app,"It would be good to add health information from doh on how to stay safe and healthy, reminders in staying healthy or notifications to get physically fit or exercise.","  Great app It would be good to add health information from doh on how to stay safe and healthy, reminders in staying healthy or notifications to get physically fit or exercise.  ",en,  Great app It would be good to add health information from doh on how to stay safe and healthy  reminders in staying healthy or notifications to get physically fit or exercise   ,Domain_Specific,exercis,0.052631579,Positive,0,,1,0,0,0,0,0,0
64,29/06/2020 0:57,1510534908,StaySafePH,ph,2.0.3,oyeth,5,Very Helpful,It’s nice to have an app that monitor’s an individual’s condition for preventive measures during this trying times.,  Very Helpful It’s nice to have an app that monitor’s an individual’s condition for preventive measures during this trying times.  ,en,  Very Helpful It s nice to have an app that monitor s an individual s condition for preventive measures during this trying times   ,Domain_Specific,measur,0.083333333,Positive,0,,1,0,0,0,0,0,0
70,25/06/2020 3:52,1510534908,StaySafePH,ph,2.0.2,dinoblengEl,4,Good concept,"The app can be of really good use to detecting positive cases around you. It just needs to be more widely adopted. 

The scrolling animation on the timeline tab for the today section seems to never stop scrolling. It might be good to make data collection quicker. Good luck to the dev team!","  Good concept The app can be of really good use to detecting positive cases around you. It just needs to be more widely adopted. 

The scrolling animation on the timeline tab for the today section seems to never stop scrolling. It might be good to make data collection quicker. Good luck to the dev team!  ",en,  Good concept The app can be of really good use to detecting positive cases around you  It just needs to be more widely adopted    The scrolling animation on the timeline tab for the today section seems to never stop scrolling  It might be good to make data collection quicker  Good luck to the dev team   ,"Domain_Specific, Privacy","data, section, anim",0.090909091,Positive,0,,1,0,0,0,0,1,0
71,22/06/2020 10:25,1510534908,StaySafePH,ph,2.0.1,Janen Jacildo,5,Job well done,This is a big help especially for non medical provider. Easy to understand. Keep up the good work Multisys.,  Job well done This is a big help especially for non medical provider. Easy to understand. Keep up the good work Multisys.  ,en,  Job well done This is a big help especially for non medical provider  Easy to understand  Keep up the good work Multisys   ,Domain_Specific,medic,0.066666667,Positive,0,,1,0,0,0,0,0,0
72,22/06/2020 10:24,1510534908,StaySafePH,ph,2.0.1,Nikszszsz,5,Very helpful app,"When my sibling (she’s a nursing student) ask me what tool, app or website that would help her track the total of covid cases. By searching the internet, one that come up is StaySafe PH. I tried downloading it and I was surprised because it’s not only for the total of covid cases around the world. But there’s other features like you can input your family member and you can set a status of there health. And also, I love the part of the app that can scan within your area. And now, after using the app. I recommend the StaySafe PH to my family and friends.","  Very helpful app When my sibling (she’s a nursing student) ask me what tool, app or website that would help her track the total of covid cases. By searching the internet, one that come up is StaySafe PH. I tried downloading it and I was surprised because it’s not only for the total of covid cases around the world. But there’s other features like you can input your family member and you can set a status of there health. And also, I love the part of the app that can scan within your area. And now, after using the app. I recommend the StaySafe PH to my family and friends.  ",en,  Very helpful app When my sibling  she s a nursing student  ask me what tool  app or website that would help her track the total of covid cases  By searching the internet  one that come up is StaySafe PH  I tried downloading it and I was surprised because it s not only for the total of covid cases around the world  But there s other features like you can input your family member and you can set a status of there health  And also  I love the part of the app that can scan within your area  And now  after using the app  I recommend the StaySafe PH to my family and friends   ,"Age, Domain_Specific, Location, Privacy","student, area, track, student",0.074074074,Positive,1,,1,0,0,0,1,1,0
73,22/06/2020 10:16,1510534908,StaySafePH,ph,2.0.1,gem0023,5,Big hope for this app,Hoping that this app help the government to track the covid cases so it can be cleared as soon as possible. It’s great that it’s trying to improve our current situation.,  Big hope for this app Hoping that this app help the government to track the covid cases so it can be cleared as soon as possible. It’s great that it’s trying to improve our current situation.  ,en,  Big hope for this app Hoping that this app help the government to track the covid cases so it can be cleared as soon as possible  It s great that it s trying to improve our current situation   ,Privacy,track,0.055555556,Positive,0,,0,0,0,0,0,1,0
74,22/06/2020 10:12,1510534908,StaySafePH,ph,2.0.1,nnica17,5,Helpful,"This app is helping me stay at rest because they can detect whether you have mild or severe symptoms according to you answers and they will advice you on how to take care of your health. Also you'll be aware of your sorroundings because stay safe is live, so you can monitor whenever your locations has new cases.","  Helpful This app is helping me stay at rest because they can detect whether you have mild or severe symptoms according to you answers and they will advice you on how to take care of your health. Also you'll be aware of your sorroundings because stay safe is live, so you can monitor whenever your locations has new cases.  ",en,  Helpful This app is helping me stay at rest because they can detect whether you have mild or severe symptoms according to you answers and they will advice you on how to take care of your health  Also you ll be aware of your sorroundings because stay safe is live  so you can monitor whenever your locations has new cases   ,"Domain_Specific, Privacy","locat, locat, answer",0.103448276,Positive,0,,1,0,0,0,0,1,0
77,22/06/2020 6:35,1510534908,StaySafePH,ph,2.0.1,mjefffffffffffff,5,Super Helpful Application,"I like everything about the App! It is very useful and a priority especially today during this time of pandemic. 

Salute to the Staysafe Team!","  Super Helpful Application I like everything about the App! It is very useful and a priority especially today during this time of pandemic. 

Salute to the Staysafe Team!  ",en,  Super Helpful Application I like everything about the App  It is very useful and a priority especially today during this time of pandemic    Salute to the Staysafe Team   ,Domain_Specific,applic,0.058823529,Positive,0,,1,0,0,0,0,0,0
81,22/06/2020 1:53,1510534908,StaySafePH,ph,2.0.1,Mj Pineda,1,Doesn’t Use Exposure Logging by Apple/Google,Both Apple and Google already created API’s to help with contract tracing thru Bluetooth. The API is already available and is active for iOS Devices sadly this app doesn’t use that but instead uses “location data” which is inaccurate.,  Doesn’t Use Exposure Logging by Apple/Google Both Apple and Google already created API’s to help with contract tracing thru Bluetooth. The API is already available and is active for iOS Devices sadly this app doesn’t use that but instead uses “location data” which is inaccurate.  ,en,  Doesn t Use Exposure Logging by Apple Google Both Apple and Google already created API s to help with contract tracing thru Bluetooth  The API is already available and is active for iOS Devices sadly this app doesn t use that but instead uses  location data  which is inaccurate   ,"Domain_Specific, Emotional, Privacy","sad, data, locat, locat",0.137931034,Positive,0,,1,1,0,0,0,1,0
82,21/06/2020 8:35,1510534908,StaySafePH,ph,2.0.1,Ateiru,5,Must be used by everyone,"Very good and helpful app! However, it wont be very effective if not all will use this. Hoping the government will enforce everyone to install this, like in other countries.","  Must be used by everyone Very good and helpful app! However, it wont be very effective if not all will use this. Hoping the government will enforce everyone to install this, like in other countries.  ",en,  Must be used by everyone Very good and helpful app  However  it will not be very effective if not all will use this  Hoping the government will enforce everyone to install this  like in other countries   ,"Language, Location","countri, countri",0.111111111,Positive,0,,0,0,0,1,1,0,0
83,20/06/2020 23:57,1510534908,StaySafePH,ph,2.0.0,JowEmGee,1,Endless App Verification,"I am not sure but I can log on to my web account but for app, it keeps on saying that my credentials are invalid. Kind of frustrating to use.","  Endless App Verification I am not sure but I can log on to my web account but for app, it keeps on saying that my credentials are invalid. Kind of frustrating to use.  ",en,  Endless App Verification I am not sure but I can log on to my web account but for app  it keeps on saying that my credentials are invalid  Kind of frustrating to use   ,"Domain_Specific, Emotional","frustrat, account",0.133333333,Negative,0,,1,1,0,0,0,0,0
89,17/06/2020 4:06,1510534908,StaySafePH,ph,1.1.1,iosuserrr,3,Does it work?,"The idea of the app is great but protect me scanning takes forever, is it even working at all? contact tracing feature does nothing. worldwide update is nil. would be great if we can get local covid cases update as well. I doubt I’m getting any notif from the app if any positive case is nearby but I’ll keep this installed hoping they update the app with improved functionality. for now, it does nothing but only create an account. goodluck dev team!","  Does it work? The idea of the app is great but protect me scanning takes forever, is it even working at all? contact tracing feature does nothing. worldwide update is nil. would be great if we can get local covid cases update as well. I doubt I’m getting any notif from the app if any positive case is nearby but I’ll keep this installed hoping they update the app with improved functionality. for now, it does nothing but only create an account. goodluck dev team!  ",en,  Does it work  The idea of the app is great but protect me scanning takes forever  is it even working at all  contact tracing feature does nothing  worldwide update is nil  would be great if we can get local covid cases update as well  I doubt I m getting any notif from the app if any positive case is nearby but I ll keep this installed hoping they update the app with improved functionality  for now  it does nothing but only create an account  goodluck dev team   ,"Domain_Specific, Location, Privacy","local, protect, account",0.058823529,Positive,0,,1,0,0,0,1,1,0
90,14/06/2020 21:49,1510534908,StaySafePH,ph,1.1.1,Engr. Stoic,1,No Option for Facebook Log-in,I can’t log-in using my Facebook account. Useless app.,  No Option for Facebook Log-in I can’t log-in using my Facebook account. Useless app.  ,en,  No Option for Facebook Log in I can t log in using my Facebook account  Useless app   ,Domain_Specific,account,0.111111111,Negative,0,,1,0,0,0,0,0,0
91,11/6/20 13:38,1510534908,StaySafePH,ph,1.1.1,DISAPPOINTED BISH,1,Unable to retrieve data,Why?,  Unable to retrieve data Why?  ,en,  Unable to retrieve data Why   ,Privacy,data,0.25,Neutral,0,,0,0,0,0,0,1,0
92,11/6/20 6:43,1510534908,StaySafePH,ph,1.1.1,marctesoro,3,Notification API,Please create an app that connects with the notification API that apple created. Apple created a feature in the new update the can detect location or person that has been exposed in COVID-19. Please do consider it,  Notification API Please create an app that connects with the notification API that apple created. Apple created a feature in the new update the can detect location or person that has been exposed in COVID-19. Please do consider it  ,en,  Notification API Please create an app that connects with the notification API that apple created  Apple created a feature in the new update the can detect location or person that has been exposed in COVID     Please do consider it  ,"Domain_Specific, Privacy","locat, locat",0.090909091,Positive,0,,1,0,0,0,0,1,0
93,8/6/20 3:59,1510534908,StaySafePH,ph,1.1.1,Mike_aldwin,1,Not using the provided Apple API,"Please use the API Apple developed for COVID-19. Until then, we do not trust this shady app.","  Not using the provided Apple API Please use the API Apple developed for COVID-19. Until then, we do not trust this shady app.  ",en,  Not using the provided Apple API Please use the API Apple developed for COVID     Until then  we do not trust this shady app   ,Privacy,trust,0.076923077,Negative,0,,0,0,0,0,0,1,0
95,4/6/20 13:21,1510534908,StaySafePH,ph,1.1.1,Albert-Phil,1,App is not registering,I wonder how this app passed the software validation and calibration. A simple search of municipality on iOS does not yield result and this is a metropolitan area.,  App is not registering I wonder how this app passed the software validation and calibration. A simple search of municipality on iOS does not yield result and this is a metropolitan area.  ,en,  App is not registering I wonder how this app passed the software validation and calibration  A simple search of municipality on iOS does not yield result and this is a metropolitan area   ,"Domain_Specific, Location","area, calibr",0.117647059,Neutral,0,,1,0,0,0,1,0,0
96,3/6/20 18:11,1510534908,StaySafePH,ph,1.1.1,Noonashi,5,Very helpful,I hope there are local community records also included. But this app is great. Hopefully everyone installs this,  Very helpful I hope there are local community records also included. But this app is great. Hopefully everyone installs this  ,en,  Very helpful I hope there are local community records also included  But this app is great  Hopefully everyone installs this  ,"Domain_Specific, Location","local, record",0.153846154,Positive,0,,1,0,0,0,1,0,0
99,31/05/2020 22:41,1510534908,StaySafePH,ph,1.1.1,arvzzzzz,3,Covid 19 exposure Logging for ios devices,If you are really working with the government you should have coordinated with them to enable that very important feature in iphone in our country. Its very sad that iphone has such an advance features but its not available in our region.,  Covid 19 exposure Logging for ios devices If you are really working with the government you should have coordinated with them to enable that very important feature in iphone in our country. Its very sad that iphone has such an advance features but its not available in our region.  ,en,  Covid    exposure Logging for ios devices If you are really working with the government you should have coordinated with them to enable that very important feature in iphone in our country  Its very sad that iphone has such an advance features but its not available in our region   ,"Domain_Specific, Emotional, Language, Location","sad, countri, countri, region, coordin, import",0.272727273,Negative,0,,1,1,0,1,1,0,0
104,28/05/2020 4:11,1510534908,StaySafePH,ph,1.1.1,kfghhhkekdnjdkd,2,Review,"Hi developer, can we add province in the location since there are lots of municipalities with the same name. Its hard to point location if the Municipality is incorrect.","  Review Hi developer, can we add province in the location since there are lots of municipalities with the same name. Its hard to point location if the Municipality is incorrect.  ",en,  Review Hi developer  can we add province in the location since there are lots of municipalities with the same name  Its hard to point location if the Municipality is incorrect   ,"Domain_Specific, Location, Privacy","provinc, locat, locat",0.2,Negative,0,,1,0,0,0,1,1,0
105,27/05/2020 18:46,1510534908,StaySafePH,ph,1.1.1,ry01234,2,Cannot enter credentials,Cannot go and enter municipality and cannot scroll towards age and gender part. Please fix bug,  Cannot enter credentials Cannot go and enter municipality and cannot scroll towards age and gender part. Please fix bug  ,en,  Cannot enter credentials Cannot go and enter municipality and cannot scroll towards age and gender part  Please fix bug  ,"Age, Domain_Specific, Gender","age, gender, enter",0.230769231,Positive,1,,1,0,1,0,0,0,0
107,26/05/2020 4:32,1510534908,StaySafePH,ph,1.1.1,Csskemska,3,Needs Improvement,It takes forever to scan (Protect me). The questions on identifying your condition doesn’t specify if it’s your current condition or the condition you had in the past.,  Needs Improvement It takes forever to scan (Protect me). The questions on identifying your condition doesn’t specify if it’s your current condition or the condition you had in the past.  ,en,  Needs Improvement It takes forever to scan  Protect me   The questions on identifying your condition doesn t specify if it s your current condition or the condition you had in the past   ,"Domain_Specific, Privacy","protect, identifi",0.142857143,Positive,0,,1,0,0,0,0,1,0
