Omar Haggag,,,,,,,,,,
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language
2020-05-14 22:15:35,1505756398,Hayat Eve Sığar,tr,2.0.1,merendlgz,2,İphone 6,İphone 6 kullanıcısıyım uygulamaya girdiğimde telefon doğrulama yerinde telefonuma kod gelmiyor,IPhone 6 I am an iPhone 6 user  when I enter the application  my phone does not receive a code at the phone verification site.,tr
2020-05-14 22:13:42,1505756398,Hayat Eve Sığar,tr,2.0.1,coskun010101,2,Daha kötü oldu,Güncellemeden sonra bazı veriler çalışmadı. Performans artacağına azaldı. Anlamadım,It got worse Some data did not work after the update. Performance decreased rather than increased. I did not understand,tr
2020-05-14 22:07:28,1505756398,Hayat Eve Sığar,tr,2.0.1,Zarara hissediliriz,5,Doğrulama Adımı geçilemiyor,İlk adımı geçmeyen bir uygulamadan bir şey olmaz.,The Verification Step cannot be passed. Nothing happens from an application that does not pass the first step.,tr
2020-05-14 22:00:31,1505756398,Hayat Eve Sığar,tr,2.0.1,11112222kerem-928,1,Bu nasıl bir iş,Daha doğrulama kodu gelmiyor daha doğrusu aydınlatma metni sayfası görüntülenemiyo ki bizi aydınlatsın bu program dünyanın en saçma uygulamasına ilk sıradan kafadan dalış yapar,How is this a job? More verification code does not come  or rather the illumination text page cannot be displayed so that it enlightens us  this program dives from the first ordinary head to the most absurd application in the world,tr
2020-05-14 21:58:43,1505756398,Hayat Eve Sığar,tr,2.0.1,sym.mlt,5,👎,Yapacağız uygulamının içine tüküreyim. Kod gelmiyor. Her güncellemede içine ediyorsunuz. Alkişlıyorum sizi. 👏👏👏👏👏👏👏,👎 I spit into the application we will do. The code is not coming. You are into it with every update. I'm getting used to you. 👏👏👏👏👏👏👏,tr
2020-05-14 21:58:33,1505756398,Hayat Eve Sığar,tr,2.0.1,aserkan.life,1,batarya dusmani,uygulama yavas ve asiri enerji tuketiyor.,The application of the battery charger is slow and consumes excessive energy.,tr
2020-05-14 21:53:27,1505756398,Hayat Eve Sığar,tr,2.0.1,sümeyye genç,3,Doğrulama kodu,Doğrulama kodu göndermiyor.,Verification code Not sending verification code.,tr
2020-05-14 21:51:21,1505756398,Hayat Eve Sığar,tr,2.0.1,Holuyyyy,1,Maske talebi,Maske talep ettim bir kere aldım fakat aradan 10 gün geçmesine rağmen yeni talep oluşturamıyorum zaten 5 tane alabiliyoruz ben çalışan insanım şimdi ise kullandığım maskeyi bi daha kullanmak zorunda kalıyorum çünkü toplu taşımaya ve marketlere maskesiz giremiyoruz fakat maske de alamıyoruz artık bir çözüm bulsanız keşke,Request for a mask I requested a mask  I bought it once  but although 10 days have passed  I cannot create a new request.,tr
2020-05-14 21:45:52,1505756398,Hayat Eve Sığar,tr,2.0.1,seda1980,1,Uygulama açılmıyor,Telefona şifre ya geç geliyor yada gelen şifre sürekli yanlış diyor doğru yazmama rağmen,The application does not open.,tr
2020-05-14 21:43:00,1505756398,Hayat Eve Sığar,tr,2.0.1,bnsyrk,1,Berbat,Ya böyle bi uygulama olamaz. Yapamıyosanız yapmayın arkadaş ya da tam yapın,Lousy Ya can't be such an app. If you can't  don't make friends or do it full,tr
2020-05-14 21:36:30,1505756398,Hayat Eve Sığar,tr,2.0.1,Murti1907,1,Yoğunluk alanı,Yoğunluk alanı güncellemeden sonra sorunlu,Density area The density field is problematic after the update,tr
2020-05-14 21:31:06,1505756398,Hayat Eve Sığar,tr,2.0.1,Öyledeğil,1,Güncelleme,Son gelen güncellemeden sonra proğram hiç çalışmıyor bölgemi bulamıyor haritadaki yerim geliyor kayboluyor yakınlarım sekmesindeki  kayıtlar kendi kendine siliniyor lütfen düzeltin,Update After the last update  my program does not work at all  my location on the map is missing  it disappears and the records in the my relatives tab are deleted by themselves. Please correct it.,tr
2020-05-14 21:29:09,1505756398,Hayat Eve Sığar,tr,2.0.1,AmonRA14,2,Son güncelleme,Son güncelleme sonrası maske talep et dediğinde bağlantınızı kontrol edin yazıyor. Bağlantımda problem yok,Last update When it says request a mask after the last update  it says check your connection. No problem with my connection,tr
2020-05-14 21:18:29,1505756398,Hayat Eve Sığar,tr,2.0.1,selem ben türk,5,Güzel,Çok güzel bir uygulama tavsiye ediyorum 👍,Good  I recommend a very good application 👍,tr
2020-05-14 21:14:40,1505756398,Hayat Eve Sığar,tr,2.0.1,metinkoca,3,Hata,Uygulamada kod gönder sayfasını aşamıyorum. Kod göndermiyor ve doğrulama ekranına geçiş yapmıyor.,Error I cannot get past the submit code page in the application. It does not send code and does not switch to the verification screen.,tr
2020-05-14 21:09:53,1505756398,Hayat Eve Sığar,tr,2.0.1,A_D_B_bsb,1,Doğrulama için telefon numarasına kod göndermiyor,Bir önceki sürümde doğrulama kodu geliyordu ama kodu yazacak yer çıkmıyordu. Şimdi ise doğrulama kodunu gönder tuşuna basmama rağmen göndermiyor.,It does not send a code to the phone number for verification. In the previous version  the verification code was received  but there was no place to write the code. Now it doesn't send the verification code even though I press the send button.,tr
2020-05-14 21:09:47,1505756398,Hayat Eve Sığar,tr,2.0.1,bagbas,1,Kod gelmiyo,"2-3 gundur giremiyorum app e. Kod gelmiyo !!! Sildim yukledim update, hicbirsey degismedi",The code does not come  I cannot enter the app for 2-3 days e. The code is not coming !!! I deleted  installed update  nothing changed,tr
2020-05-14 21:09:09,1505756398,Hayat Eve Sığar,tr,2.0.1,dlyglpnr,1,Bozuk,Kod gönder calışmıyor,Send Bad Code not working,tr
2020-05-14 21:01:31,1505756398,Hayat Eve Sığar,tr,2.0.1,T.C. Öğrenim Görevlisi,2,Detay eksik,Her türlü detay burada verilmeli aklınıza gelen her türlü detay insan merak ediyor paylaşın bilelim ne kadar çok bilirsek o kadar çok dikkat edeceğimizi düşünüyorum,Detail is missing Every detail should be given here  every detail that comes to your mind is curious  let's know  the more we know  the more we think we will pay attention.,tr
2020-05-14 21:01:21,1505756398,Hayat Eve Sığar,tr,2.0.1,ddrmrtc,5,Yardım,Uygulama süper olmuş ancak ilk yüklememde eşimi ve çocuklarımı eklemiştim ve yakınlarım kısmında görünüyordu hatta aile hekim tarafından sağlık Bakanlığı mesajı ile yakınlarım kısmına eklenmişti şu an hiç kimse eklenemiyor maske talebim de hata veriyor düzeltilebilirse sevinirim,Help The application was superb  but I added my wife and children in my first upload and it appeared in my relatives section  even it was added by the family physician to the section of my relatives with the message of the Ministry of Health.Nobody can be added at the moment.,tr
2020-05-14 20:48:17,1505756398,Hayat Eve Sığar,tr,2.0.1,Rf1907,1,Açılmıyor,Tel no girin diyor girince mesaj gelmiyor,It does not open  says Enter phone number  no message comes when I enter,tr
2020-05-14 20:42:51,1505756398,Hayat Eve Sığar,tr,2.0.1,elifasel,5,Başarılı,Yeni olmasına rağmen gayet güzel bir uygulama,Successful Although new  it is a very good application,tr
2020-05-14 20:40:43,1505756398,Hayat Eve Sığar,tr,2.0.1,Trumić,5,Güncelleme,"En son sürüm güncelleme ile önceki bilgilerim kayboldu !! En yakınım eklemiştim ve şu an yok, yani silinmiş! Maske iste butonuna tıkladığımda hata kodu veriyor internet bağlantınız yok diyor! İlk açılışta benim konumumda açardı o da yok! Harita Gebze üzerindeydi! Sanırım hata düzeltmeler yapılırken bir çok hatalar ile geldi yeni versiyon! Lütfen düzeltelim !!",Update With the latest version update  my previous information has been lost !! I added the closest one and it doesn't exist now  so it's been deleted! When I click on the request mask button  it gives an error code and says you don't have an internet connection! In the first opening  he would open in my position and he was not there! The map was on Gebze! I think the new version has come up with a lot of bugs while making bug fixes! Please fix it !!,tr
2020-05-14 20:22:14,1505756398,Hayat Eve Sığar,tr,2.0.1,tufran,5,Uygulama çok şarj yiyo,Uygulama arka planda sürekli açık olduğundan çok şarj yiyor düzeltme şansı varsa düzeltilmeli iyi çalışmalar.,The application is very charged  since the application is constantly open in the background  it should be fixed if there is a chance to fix it.,tr
2020-05-14 20:11:51,1505756398,Hayat Eve Sığar,tr,2.0.1,Önel,3,Konum,İstanbul Bakırköydeyim. Yoğunluk açıldığında Ankara Beypazarı’nı gösteriyor. 😀,Location Istanbul I am in Bakırköy. When the density is opened  it shows Ankara Beypazarı. 😀,tr
2020-05-14 19:00:12,1505756398,Hayat Eve Sığar,tr,2.0.1,Busece,3,kimlik bilgisi yanlışlığı,"Uygulamada yaş bilgim yanlış.
Düzeltemiyorum. Kimlik bilgim ile kayıt olmama rağmen. Bu konuda yardımcı olurmusunuz?","identity info wrong My age info in the app is wrong.
do not fix it. Even though I registered with my credential. Would you help me with this topic?",tr
2020-05-14 18:43:31,1505756398,Hayat Eve Sığar,tr,2.0.1,şlkiğp,2,Çözüm,"Neden her gün bir sorun çıkıyor, ekseriyetle risk haritasında?",Solution Why is there a problem every day  often on the risk map?,tr
2020-05-14 18:14:49,1505756398,Hayat Eve Sığar,tr,2.0.1,caganalp,3,Karekod ne ki ?,Karekod ne demek nasıl kullanılıyor ?,What is the data matrix? What does the data matrix mean and how is it used?,tr
2020-05-14 18:00:09,1505756398,Hayat Eve Sığar,tr,2.0.1,Topmaniacbou,1,Maske yok,6 hafta önce e devletten maske talep ettim hala gelmedi. Bu uygulama üzerinden maske talep ediyorum hakkınız yok diyor. Ne anladım ben bu işten?,No mask 6 weeks ago  I requested a mask from the government  but still not received. I request a mask over this application and says you have no right. What did I get from this job?,tr
2020-05-14 17:42:25,1505756398,Hayat Eve Sığar,tr,2.0.1,burro63,1,Kod gelmiyor,Virüsten öleceğiz hala kod gelmiyor uygulamaya bu nasıl iş,The code is not coming We will die from the virus  still the code is not coming to the application  how does this work?,tr
2020-05-14 17:23:58,1505756398,Hayat Eve Sığar,tr,2.0.1,Birteksen01,4,Güncelleme,Üç saattir dönüyor,Update has been spinning for three hours,tr
2020-05-14 17:08:50,1505756398,Hayat Eve Sığar,tr,2.0.1,yasem.ooo,1,Düzgün çalişsa,Bir koka yaramaz,A coca wouldn't do it if it worked properly,tr
2020-05-14 17:05:50,1505756398,Hayat Eve Sığar,tr,2.0.1,mrsbzk,1,Düzgün çalışmıyor,Uygulama içinde farklı alanlara girince ekranda takılı kalıyor . Hiç beğenmedim hiçbir işe yaramıyor,Doesn't work properly When entering different areas within the application it gets stuck on the screen. I never liked it  it does not work,tr
2020-05-14 16:52:54,1505756398,Hayat Eve Sığar,tr,2.0.1,carslan04,1,Hic bir ise yaramiyor,Her zamanki gibi yapamadiniz. Yazil size,It doesn't work if anything. You couldn't do it as usual. Write to you,tr
2020-05-14 16:50:54,1505756398,Hayat Eve Sığar,tr,2.0.1,Mert Rıza YILMAZ,1,2.01 ile uygulama çalışmıyor,"yoğunluk haritası ,temas kısmı şu an hiç çalışmıyor . bluetooth seçeneğinin açılmış olması (son iki güncelleme) seçili olarak kalmıyor.Toplam istatistiğin dışında seçili tarihlerin sonuçlarını karşılaştırmalı getirebilse güzel olur.",Application does not work with 2.01 density map  contact part does not work at all now. The bluetooth option is turned on (the last two updates) does not remain selected. It would be nice if it could bring the results of the selected dates comparatively  apart from the total statistics.,tr
2020-05-14 16:45:15,1505756398,Hayat Eve Sığar,tr,2.0.1,kaysı diyarlı,5,Teşekörler sağlık bakanı,Mökemel bir oygulama,Thank you health minister Excellent application,tr
2020-05-14 16:28:44,1505756398,Hayat Eve Sığar,tr,2.0.1,ayyyyyşe,1,Çok yavaş,Uygulamada açıklar var kayıt bölümünde kayıt olunmadığı halde bu adım gerçekleştirilmiştir diyor sürekli ve harita açılmıyor uygulamanın geliştirilmesi lazım,Very slow There are gaps in the application  it says this step has been carried out even though there is no registration in the registration section  it says that the map does not open continuously and the application needs to be developed.,tr
2020-05-14 16:22:05,1505756398,Hayat Eve Sığar,tr,2.0.1,orktas,4,Stabilizasyon sorunu var,"Merhaba, uygulama iyi güzel ama çok fazla stabilizasyon sorunu var bir şeye tıklayınca açılması dakikalar sürüyor. Hele maske talep ete tıklayınca açılması 5 dakika sürüyor",There is a stabilization problem. It takes 5 minutes to open when you click on request a mask.,tr
2020-05-14 16:05:55,1505756398,Hayat Eve Sığar,tr,2.0.1,Cagriiii,1,Berbat,Uygulamaya guncelleme geldikce daha beter oluyor. İcine ettiniz bravo,Lousy It gets worse as we get updates to the app. You got it  bravo,tr
2020-05-14 16:02:51,1505756398,Hayat Eve Sığar,tr,2.0.1,gmgm1111,1,Kod girişi yok,Kod geliyor ama kodu yazacak bir kutu yok,No code entry Code is coming  but there is no box to write the code,tr
2020-05-14 16:00:20,1505756398,Hayat Eve Sığar,tr,2.0.1,gökhancngz,2,Kod geç geliyo,Kod çok geç geliyo gelincede girilmiyo,The code is coming late  the code is coming too late  I can't enter when I arrive,tr
2020-05-14 15:48:23,1505756398,Hayat Eve Sığar,tr,2.0.1,HİPER OYUNCU,2,Eskiden iyiydi ama şimdi pek de emin değilim,Sağlık bakanlığı ilk sürümlerinde gelen doğrulama kodu doğru oluyordu ama şimdi hem yarım saat bekletiyor hem hatalı kod girdiniz diyor bunun bize yararı yerine zararı var giriş yapılmıyor ve zamanımızı çalıyor misal doğrulama kodu doğru oldu 2. Olarak kişisel bilgilerimizle de giriş yapmamız gerekiyor bilgileri eksiksiz giriyorum ondada 2 saat bekletiyor hem bilgileri tam girdiğinizden emin olun diyor bu nasıl bişey buna acilen bir çözüm bulun sizden hiç memnun değilim 🤬🤬🤬,It used to be good  but now I am not sure that the verification code that came in the first versions of the Ministry of Health was correct  but now it keeps waiting for half an hour and says you entered the wrong code  it is harmful for us instead of benefiting us  and it steals our time. we need to log in  I enter the information completely  it keeps it waiting for 2 hours and it says make sure that you enter the information completely.,tr
2020-05-14 15:47:18,1505756398,Hayat Eve Sığar,tr,2.0.1,Cautioon,1,Uygulama Çalışmıyor.,Şaka gibi... iPhone XS  iOS 13’ün son versiyonunda bu uygulama çalışmıyor. Lütfen uygulamayı geliştirirken başka hatalar ortaya çıkmasını engelleyin,Application Not Working. It's like a joke ... This app doesn't work in the latest version of iPhone XS iOS 13. Please avoid other errors while developing the application,tr
2020-05-14 15:42:39,1505756398,Hayat Eve Sığar,tr,2.0.1,Daenir000,1,Sisteme kaydolamıyorum,"İlk başta numarayı kabul etmedi, sonra onay mesajını kabul etmedi. Olmamış böyle kritik bir zamanda çıkarttığınız appte bu hatalar.",I cannot register to the system At first it did not accept the number  then it did not accept the confirmation message. These errors did not happen in the app you removed at such a critical time.,tr
2020-05-14 15:41:16,1505756398,Hayat Eve Sığar,tr,2.0.1,meralsbabystores,4,my,çok güzel uygulama fakat geliştirilmeli temas durumu bilgisi başarısız,my very nice app but needs to be improved contact state info fails,tr
2020-05-14 15:34:39,1505756398,Hayat Eve Sığar,tr,2.0.1,gznertn,1,Onlarca hata,"Güncellemeden sonra bile hata dolu bir app.
Her defasında sinir olup kapatıyorum","Dozens of bugs A bug-filled app even after updating.
Every time I get nervous I turn it off",tr
2020-05-14 15:33:10,1505756398,Hayat Eve Sığar,tr,2.0.1,......0zlm,4,Yoğunluk haritası,Yoğunluk haritasındaki renklerin anlamları  nedir uygulamada açıklaması yok.,Density map What are the meanings of the colors in the density map are not explained in the application.,tr
2020-05-14 15:32:50,1505756398,Hayat Eve Sığar,tr,2.0.1,omeryova,1,Keşke çalışsa,"Keşke çalışsa... Uygulama çalışmıyor. Ne yakınlarımı, ne bulunduğum yeri, ne yaklaşanı gösteriyor. Düşünce güzel ama olmamış, hayata geçirilememiş bir uygulama bu. Kaç ay geçti çıkarılı oysa.",If only it worked If only it worked ... The application is not working. It shows neither my relatives  nor my whereabouts  nor the approaching person. Thought is good  but this is an application that did not work and could not be implemented. How many months have passed  however.,tr
2020-05-14 15:19:10,1505756398,Hayat Eve Sığar,tr,2.0.1,Triafee,1,Hata,Guncellemeden sonra uygulama hic bir butonu acmiyor,Error after the update the app doesn't open any buttons,tr
2020-05-14 14:56:40,1505756398,Hayat Eve Sığar,tr,2.0.1,qevbjn,3,Güncelleme iyi olmamış,Güncellemeden sonra çok ağırlaşmış açılmıyor bir türlü ayrıcı yoğunluk haritaları uzaklaşınca geri yakınlaşmada kayboluyor,The update was not good. It was very heavy after the update  it does not open  somehow the distinctive density maps disappear when zooming away,tr
2020-05-14 14:54:15,1505756398,Hayat Eve Sığar,tr,2.0.1,Berkayhan,1,Son güncelleme!!!,Son güncelleme tam bir harika olmuş. Hiçbir şey açılmıyor. Nasıl başardınız bunu.,Last update!!! The last update is just awesome. Nothing opens. How did you do that?,tr
2020-05-14 14:54:04,1505756398,Hayat Eve Sığar,tr,2.0.1,kral1977,1,Sağlık Bakanlığı kalitesinde kalitesiz,Devamlı güncelle saat başı sağlık durumu sorup bir çalışıp 5 çalışmayan tam sağlık Bakanlığı kalitesine uygun beş para etmez bir program bir Aydın insan bu kadar güncellemeye rağmen hiçim iyileşme olmaz,Poor quality at the Ministry of Health,tr
2020-05-14 14:46:57,1505756398,Hayat Eve Sığar,tr,2.0.1,niye takma ad gerekli,4,Uygulama açılmıyor,"Uygulama iyi bir amaç için kısa sürede yapıldığı için 4 yıldız verdim ama uygulamayı açamıyorum bile kod göndere tıklıyorum telefon numarasını girip, kod geliyor ama bir sonraki ekrana geçmiyor kod gönder ekranında kalıyor",The application does not open I gave 4 stars because the application was made in a short time for a good purpose  but I cannot open the application.,tr
2020-05-14 14:45:04,1505756398,Hayat Eve Sığar,tr,2.0.1,İshsk,1,Takılıyor çalışmıyor,Son güncelleme ile çalışmıyor takılıyor,Stuck does not work Does not work with the last update Stuck,tr
2020-05-14 14:38:59,1505756398,Hayat Eve Sığar,tr,2.0.1,izzzzzmiiiiirrrrr,2,Maske,"Hala maske alamadım, maske talep et e basıyorum bana 20 yaş altına 65 yaş üstüne vermiyoruz yazısı çıkıyor. Ben 44 yaşındayım...",Mask I still could not buy a mask  I ask for a mask  and it says that we do not give me under 20 years of age above 65. I am 44 years old...,tr
2020-05-14 14:36:53,1505756398,Hayat Eve Sığar,tr,2.0.1,20kn20,3,Yavaşlık,Uygulama çok zor açılıyor. Kare kod ne için ? Nasıl? Açıklayıcı anlatımların olması iyi olur. Bir de sürekli farklı sonuçlar veriyor. İki saat ara ile TİSK durumu sarıdan kırmızıya sonra sarıya dönmesi normal mi ? Elinize emeğinize sağlık kolay gelsin .,Slowness Application is difficult to open. What is the QR code for? How? It would be good to have explanatory explanations. And it always gives different results. Is it normal for TİSK status to turn yellow from yellow to yellow after two hours? Good luck with your labor.,tr
2020-05-14 14:16:46,1505756398,Hayat Eve Sığar,tr,2.0.1,gulozturk36,2,Güncelleme & MASKE,"Sürekli güncelle diyor 
Eee güncellemeye basıyorum bir müddet sonra tekrar güncelle diyor 
Maske :1 ay için 5 telsiz şeffaf maske mi veriyor?
Bu arada 20 kuruşluk maskeyi 50 tl ye bir paket satıyorum diyor eczacı ,ilginç ücretsizken bulunmayan maskeler şimdi satış için eczanelerde var","Update & MASK says Continuous update
So I press update  it says update again after a while
Mask: Does it give 5 wires transparent masks for 1 month?
By the way  the pharmacist says that I am selling a 20-cent mask for 50 TL a package  interesting masks that are not available when they are free are now available in pharmacies for sale.",tr
2020-05-14 14:10:06,1505756398,Hayat Eve Sığar,tr,2.0.1,önemlikonular,1,Önemli: Hesap Silme yok,Hesap silme bölümü yok. Bence en önemli kısım bu.,Important: No Account Deletion There is no account deletion section. I think this is the most important part.,tr
2020-05-14 14:08:42,1505756398,Hayat Eve Sığar,tr,2.0.1,Mihralp,1,Hata var,Güncelleme den  sonra program çalışmıyor,There is an error The program does not work after updating,tr
2020-05-14 14:07:43,1505756398,Hayat Eve Sığar,tr,2.0.1,daha iyi olmalı aramalar,3,Hızlı olmuş yeterli değil,Faydalımı evet ama o kadar yazılımcımız var daha anlaşılır renklerin anlamları vs ve zorunlu tutulmalı ki gerçek faydası olsun Çin zorunlu olarak uygulama kullandı,It was fast is not enough. Is it useful? Yes  but we have so many software developers more understandable meanings of colors etc.,tr
2020-05-14 14:02:27,1505756398,Hayat Eve Sığar,tr,2.0.1,Ahshsvs,1,👎,Giriş yapmak için kod gönder kısmında takıldı  kod girilecek ekran yok ne denebilirki,👎 It is stuck in the send code to login section  there is no screen to enter a code.,tr
2020-05-14 13:49:32,1505756398,Hayat Eve Sığar,tr,2.0.1,Captan Pilot,1,Kurcalama,Klasik Türk mantığı vardır: Bir şey bozuk değilse kurcalama. Siz de uygulamayı kurcaladınız ve bozdunuz. Açılan ve işlem yapan doğru düzgün bir şey kalmadı.,Tampering There is a classical Turkish logic: if something is not broken  don't tamper. You have also tampered with the application and broke it. There is nothing left to open and trade properly.,tr
2020-05-14 13:45:00,1505756398,Hayat Eve Sığar,tr,2.0.1,umuttalii10,1,Çalışmıyor,Her guncellemeden sonra daha kotu oluyor uygulamaya giriyorum fakat bir yeri tıkladığımda nabiz isareti cikiyor ve kaliyor,It does not work. It gets worse after every update. I enter the application  but when I click somewhere  the pulse sign appears and stays,tr
